OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
23	8	1.31
17	149	1.31	0.0
23	353	1.31	0.0
50	51	1.31	3.3338690404395432
51	138	1.31	4.667652406962074
52	53	1.31	3.667234522266908
53	54	1.31	0.6666681883631367
54	57	1.31	1.6669350203001776
57	50	1.31	2.0003216242958883
116	117	1.31	2.000530676345898
117	8	1.31	0.0
119	116	1.31	1.0000061276936305
122	360	1.31	2.3334758938566096
127	129	1.31	0.6667078268424199
129	122	1.31	10.667320229172518
138	127	1.31	9.001900427576826
139	144	1.31	1.3341051691848542
144	151	1.31	0.3333638031321817
147	148	1.31	2.000000650289382
148	152	1.31	11.666670793354836
149	158	1.31	11.666670793354836
151	17	1.31	0.0
152	52	1.31	4.666667819023419
158	147	1.31	8.000002601157528
257	139	1.31	3.3694204875594003
353	354	1.31	0.673884501842379
354	257	1.31	7.412725476961179
360	119	1.31	5.333365681030653

