OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
13	7	400.0
1	2	54.099623573406184	6.000855003462034
2	6	54.099623573406184	6.62999583406066
3	1	54.099623573406184	4.00881134292433
3	4	127.90246948297809	4.274323104908418
4	5	127.90246948297809	2.319777828890741
5	6	46.760403118425415	9.95876147063161
5	9	81.14206636455272	9.740797189030117
6	8	100.86002669183158	14.849903459901938
8	7	182.00209305638418	5.597569123472489
9	8	81.14206636455272	15.263927823179415
12	3	182.00209305638418	4.020729795663221
13	12	182.00209305638418	3.0243828438373077
13	24	217.9979069436157	17.102952372720754
18	7	217.9979069436157	2.0613944403607527
20	18	217.9979069436157	4.254119366010238
21	20	217.9979069436157	7.932387928950315
24	21	217.9979069436157	11.364956654857505

