OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
10	7	4.38
8	145	2.764985768253953	0.0
10	295	4.38	0.0
16	102	1.6150142317460465	0.0
18	230	1.6150142317460465	0.0
19	350	2.764985768253953	0.0
20	144	2.764985768253953	0.0
21	131	4.38	0.0
24	97	4.38	0.0
26	283	2.764985768253953	0.0
27	251	2.764985768253953	0.0
28	68	2.764985768253953	0.0
33	273	1.6150142317460465	0.0
35	282	2.764985768253953	0.0
39	33	1.6150142317460465	0.0
41	39	1.6150142317460465	1.025291915798261
46	51	1.6150142317460465	0.6670502101472868
49	18	1.6150142317460465	0.0
51	274	1.6150142317460465	4.000384335535166
52	20	2.764985768253953	0.0
58	52	2.764985768253953	9.68883979273682
68	27	2.764985768253953	0.0
74	86	1.6150142317460465	1.6828995685723496
79	74	1.6150142317460465	1.1158688615060872
86	101	1.6150142317460465	4.375537666600661
97	107	4.38	4.006696679319203
101	106	1.6150142317460465	1.9124319774044185
102	41	1.6150142317460465	20.808294804446792
106	16	1.6150142317460465	0.0
107	28	2.764985768253953	0.0
107	79	1.6150142317460465	12.453453980164678
131	24	4.38	0.0
144	19	2.764985768253953	0.0
145	313	2.764985768253953	11.334641186588016
147	326	2.764985768253953	0.7657172681655726
150	147	2.764985768253953	0.35849882031944297
230	46	1.6150142317460465	4.669349469881378
238	21	4.38	0.0
247	150	2.764985768253953	0.3361205161497272
251	26	2.764985768253953	0.0
273	49	1.6150142317460465	4.280902571318903
274	278	1.6150142317460465	12.334518034534735
278	7	1.6150142317460465	0.0
280	7	2.764985768253953	0.0
282	334	2.764985768253953	2.345188690253219
283	336	2.764985768253953	3.722417971290718
295	238	4.38	35.783315061101185
313	280	2.764985768253953	6.000692569390496
325	8	2.764985768253953	0.0
326	325	2.764985768253953	7.657169235929743
334	58	2.764985768253953	13.066053140846954
336	35	2.764985768253953	0.0
350	247	2.764985768253953	14.060665674250309

