OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
10	14	5.0
10	242	5.0	0.0
17	142	5.0	0.0
19	46	5.0	0.0
46	47	5.0	1.3336194872479197
47	141	5.0	2.00000300125
48	49	5.0	3.001392696284149
49	19	5.0	0.0
128	131	5.0	0.669598013991548
129	128	5.0	2.0000032974546684
131	48	5.0	21.013906480972857
141	150	5.0	5.000007503125
142	143	5.0	0.3334396727457034
143	258	5.0	1.7434779291481908
147	160	5.0	12.666686007917168
149	17	5.0	0.0
150	147	5.0	3.666672502292167
160	149	5.0	8.666680005417168
242	246	5.0	6.333343441939234
244	291	5.0	3.6666730453341083
246	244	5.0	2.333336847029897
258	354	5.0	10.809560650111067
260	14	5.0	0.0
291	294	5.0	2.333336847029897
294	129	5.0	15.66669283006212
353	358	5.0	9.905987325495223
354	353	5.0	1.0460865482716049
358	260	5.0	12.980259148087816

