OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
38	25	4.37
12	135	4.37	0.0
13	77	4.37	0.0
19	144	4.37	0.0
20	53	4.37	0.0
26	251	4.37	0.0
27	68	4.37	0.0
28	69	4.37	0.0
38	314	4.37	0.0
53	54	4.37	1.041231487459753
54	55	4.37	6.667246576331256
55	59	4.37	10.667594322112622
59	229	4.37	0.6667249576592065
68	28	4.37	0.0
69	75	4.37	6.037327325362197
71	12	4.37	0.0
72	71	4.37	1.6676750077375555
75	13	4.37	0.0
77	72	4.37	16.67210797373063
135	25	4.37	0.0
144	20	4.37	0.0
146	19	4.37	0.0
147	275	4.37	0.33333647463112887
149	147	4.37	10.334108344722404
228	249	4.37	4.3902173245018465
229	228	4.37	1.3508358660481485
249	26	4.37	0.0
251	27	4.37	0.0
275	276	4.37	2.0000775228526875
276	277	4.37	0.3333459204625274
277	146	4.37	1.3333846818888713
311	312	4.37	1.672990800717998
312	316	4.37	1.338392038297831
314	311	4.37	5.0189713983597155
315	317	4.37	4.349774877313659
316	315	4.37	2.007588559343886
317	149	4.37	1.003794279671943

