OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
14	41	4252.0
7	1065	898.6481520460139	0.7500069059431631
7	1099	53.98669953901544	0.7787737680426655
8	1100	1218.823991055991	0.7518355224212286
8	1133	2079.918764666301	0.7651182957591544
10	1327	0.6223926926764097	0.7799171340170575
13	1053	3701.8063539934155	0.7565109814756636
14	1026	87.68679399623188	0.7512610443907445
14	1089	0.6223926926764097	0.7632831525974446
14	1090	4163.690813311076	0.7549531225224833
910	948	87.68679399623188	10.603905361422935
943	910	87.68679399623188	4.310382829135586
945	41	1576.353963224398	0.7518141054076928
948	970	87.68679399623188	10.603905361422935
961	943	87.68679399623188	4.310382829135586
963	961	87.68679399623188	5.687987158685489
970	1033	87.68679399623188	9.93444436323949
991	945	1576.353963224398	1.582059127604421
994	963	87.68679399623188	5.04257565747858
995	7	952.6348515850293	0.7539526185820731
1006	995	952.6348515850293	17.378747379825732
1024	1040	2746.586593596116	3.756390339079373
1025	1006	952.6348515850293	10.495024096695499
1026	994	87.68679399623188	4.286008958483426
1032	991	1576.353963224398	1.582059127604421
1033	1034	952.6348515850293	10.495024096695499
1034	1025	952.6348515850293	10.495024096695499
1040	1059	2746.586593596116	3.756390339079373
1041	1033	864.9480575887962	5.180313474932445
1046	1032	1576.353963224398	1.582059127604421
1049	1046	1576.353963224398	3.113689102979045
1053	1054	4163.690813311076	17.299828568880372
1054	8	3298.742755722297	0.7584486327885438
1054	1041	864.9480575887962	4.0875687018853775
1058	1049	1576.353963224398	3.113689102979045
1059	1064	2746.586593596116	3.756390339079373
1062	13	3701.8063539934155	0.7541573448448742
1062	1053	461.88445931767507	1.4984812314762117
1064	1058	1576.353963224398	3.6378742178607735
1064	1092	2675.0236440829217	3.4827345186734204
1065	1077	898.6481520460139	10.138537978597016
1066	1024	2746.586593596116	7.826327601028744
1066	1081	1504.7910137112056	2.923119165039524
1070	1062	4163.690813311076	9.072577088500534
1077	1078	4251.377607307306	14.421254577195658
1078	1066	4251.377607307306	23.705894805419202
1081	1102	1504.7910137112056	2.923119165039524
1082	1070	4163.690813311076	8.379162179544462
1089	1101	0.6223926926764097	9.731128349310936
1090	1082	4163.690813311076	8.376221476485668
1092	1115	2675.0236440829217	3.4827345186734204
1093	41	2675.0236440829217	0.7531829531362941
1099	1077	3352.7294552613002	10.01881519130758
1100	1127	1218.823991055991	6.68294089267142
1101	1203	0.6223926926764097	7.27854796677236
1102	1114	1504.7910137112056	3.592940791879038
1103	1064	1504.7910137112056	3.0967635748745708
1105	1099	3298.742755722297	16.051111785946116
1110	1105	3298.742755722297	11.621945971694908
1114	1131	1504.7910137112056	3.592940791879038
1115	1093	2675.0236440829217	7.5985562297702485
1120	1110	3298.742755722297	11.701846806121324
1127	1120	3298.742755722297	11.701846806121324
1131	1103	1504.7910137112056	3.0967635748745708
1133	1127	2079.918764666301	6.660674820995592
1156	10	0.6223926926764097	0.7781176117536194
1175	1184	0.6223926926764097	6.812988187274092
1184	1156	0.6223926926764097	28.043595431410026
1203	1175	0.6223926926764097	7.864814252461829
1224	41	0.6223926926764097	0.7595959147075837
1230	1224	0.6223926926764097	10.737381312824441
1257	1230	0.6223926926764097	5.214359138007393
1301	1257	0.6223926926764097	5.214359138007393
1327	1328	0.6223926926764097	26.40209578457047
1328	1329	0.6223926926764097	23.85443785617579
1329	1330	0.6223926926764097	23.85443785617579
1330	1331	0.6223926926764097	8.830911359101519
1331	1608	0.6223926926764097	8.830911359101519
1608	1609	0.6223926926764097	8.830911359101519
1609	1301	0.6223926926764097	6.793565862897262

