OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
6	22	1.82
6	177	1.82	0.0
12	135	1.82	0.0
13	77	1.82	0.0
25	139	1.82	0.0
26	251	1.82	0.0
27	68	1.82	0.0
28	69	1.82	0.0
68	28	1.82	0.0
69	75	1.82	6.037223005510551
71	12	1.82	0.0
72	71	1.82	1.6676798372154074
75	13	1.82	0.0
77	72	1.82	16.672134042044537
135	25	1.82	0.0
139	22	1.82	0.0
177	330	1.82	1.6709644897045037
228	249	1.82	4.390063430980306
229	228	1.82	1.3507885142035625
249	26	1.82	0.0
251	27	1.82	0.0
330	332	1.82	3.0077354799210108
332	229	1.82	2.0051569866140073

