OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
7	13	400.0
1	3	54.41799264321261	4.008917019206037
2	1	54.41799264321261	6.000873441311233
3	12	186.94412455373637	4.021093275133585
4	3	132.5261319105238	4.275778425151518
5	4	132.5261319105238	2.3211692675429654
6	2	54.41799264321261	6.6564935159116985
6	5	51.15357050795295	9.970691432767744
7	8	186.94412455373637	5.6457203475784405
7	18	213.0558754462637	2.060526321558655
8	6	105.57156315116544	14.963940302697411
8	9	81.37256140257081	15.399961166410549
9	5	81.37256140257081	9.759038394963058
12	13	186.94412455373637	3.0236417114730783
18	20	213.0558754462637	4.253530771499474
20	21	213.0558754462637	8.018412857408972
21	24	213.0558754462637	11.544696464760486
24	13	213.0558754462637	17.084190055118825

