OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
13	15	700.0
3	4	183.15655422572786	4.283902491775298
4	5	183.15655422572786	2.328520519199655
5	9	183.15655422572786	9.871303356416652
9	10	183.15655422572786	5.7740259238512
10	15	218.24114361456049	14.014188361158856
11	10	35.084589388832796	12.257189352933795
11	14	42.872203403454634	13.861927698866767
12	3	183.15655422572786	4.021303973224426
12	11	77.95679279228742	14.015050370034688
13	12	261.11334701801536	3.0255191635028122
13	24	438.88665298198504	16.430039961027344
14	15	90.14023376867638	12.304422708727811
21	22	260.6395880420911	4.034416994900697
22	15	391.6186226167635	8.747231852826001
23	14	47.268030365222	9.013951688049993
23	22	130.9790345746722	12.038757575810585
24	21	260.6395880420911	11.154683417480456
24	23	178.24706493989436	3.653382595817159

