OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
19	24	1.9
19	144	1.9	0.0
20	53	1.9	0.0
26	251	1.9	0.0
27	68	1.9	0.0
28	107	1.9	0.0
53	54	1.9	1.0415557398300626
54	55	1.9	6.667251134231316
55	59	1.9	10.667601614752583
59	229	1.9	0.6667254134494176
68	28	1.9	0.0
97	24	1.9	0.0
98	97	1.9	2.1467840338933337
105	98	1.9	5.12211567903887
107	105	1.9	0.6678272650726349
144	20	1.9	0.0
228	249	1.9	4.3900857960630875
229	228	1.9	1.3507953957663041
249	26	1.9	0.0
251	27	1.9	0.0

