OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
9	15	6.06
8	121	6.06	0.0
9	95	6.06	0.0
19	46	6.06	0.0
46	47	6.06	1.3336196901246031
47	52	6.06	0.666712187884261
48	49	6.06	3.001393509715556
49	19	6.06	0.0
52	53	6.06	3.6672327072715842
53	263	6.06	6.000345453874358
95	99	6.06	11.089254156620925
99	8	6.06	0.0
121	128	6.06	10.02397338708094
128	131	6.06	0.6695991524151852
131	48	6.06	21.013915151974732
263	272	6.06	13.33410067525716
272	280	6.06	12.385843652422507
279	318	6.06	3.337274921662931
280	281	6.06	0.33333313965630396
281	279	6.06	1.334909768428657
318	15	6.06	0.0

