OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
19	13	300.0
3	12	77.96261879266294	4.02082826163202
4	3	77.96261879266294	4.277460709516428
5	4	77.96261879266294	2.3226944308300377
9	5	77.96261879266294	9.763345777631343
10	9	77.96261879266294	5.75625907967396
10	11	14.13999546363301	12.428299989848322
11	12	33.90405486427089	13.709306858049292
12	13	111.86667365693411	3.023648747980233
14	11	19.764059400637912	13.917857339570917
14	23	16.42796530514931	9.050361777664016
15	10	92.10261425629588	13.936002248840133
15	14	36.192024705787134	12.398583162103758
15	22	146.75400118090468	8.944999230495277
19	15	275.0486401429879	4.333108055251435
19	20	24.951359857012065	9.478149960443812
20	21	24.951359857012065	8.176579745336653
21	24	115.48709394869425	11.664064483587154
22	21	90.53573409168214	4.116525560125668
22	23	56.218267089222415	12.27747250959915
23	24	72.64623239437164	3.727169747531663
24	13	188.13332634306553	17.07980204263348

