OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
20	22	1.26
12	135	1.26	0.0
13	77	1.26	0.0
20	53	1.26	0.0
25	139	1.26	0.0
26	251	1.26	0.0
27	68	1.26	0.0
28	69	1.26	0.0
53	54	1.26	1.041164428296502
54	55	1.26	6.667245633704487
55	59	1.26	10.66759281390982
59	229	1.26	0.6667248633964872
68	28	1.26	0.0
69	75	1.26	6.037306443872172
71	12	1.26	0.0
72	71	1.26	1.6676738298301708
75	13	1.26	0.0
77	72	1.26	16.672101615681086
135	25	1.26	0.0
139	22	1.26	0.0
228	249	1.26	4.390186520779905
229	228	1.26	1.3508263879814992
249	26	1.26	0.0
251	27	1.26	0.0

