OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
36	8	4.04
19	350	4.04	0.0
20	144	4.04	0.0
29	264	4.04	0.0
35	282	4.04	0.0
36	258	4.04	0.0
52	20	4.04	0.0
58	52	4.04	9.688879624907855
144	19	4.04	0.0
147	326	4.04	0.7652042052541058
150	147	4.04	0.35834448204969
247	150	4.04	0.33612474364746026
258	337	4.04	1.0006975761507844
262	270	4.04	4.333354325817714
264	267	4.04	1.6670817700548366
266	29	4.04	0.0
267	262	4.04	8.333374011189427
268	35	4.04	0.0
270	268	4.04	2.000009842685856
271	266	4.04	9.821495395479921
282	334	4.04	2.345135125339508
325	8	4.04	0.0
326	325	4.04	7.652038609123856
334	58	4.04	13.065754707713644
337	338	4.04	1.725458614919068
338	271	4.04	2.0013951523015687
350	247	4.04	14.060380473643232

