Total Travel Time:	72453144.15791896
Cost function used:	BPRcostFunction
User equilibrium (UE) or system optimal (SO):	SO

init_node	term_node	flow	travelTime
1	304	235.63564358922815	0.7528273011087576
1	425	0.0	0.7551315340283736
1	513	0.0	0.7539540067795119
1	536	0.0	0.7520021806714103
1	566	0.0	0.754894163847763
2	732	800.0369153775745	0.7512828639474403
2	759	0.0	0.7539632064490812
3	831	0.0	0.7523320222250145
3	906	0.0	0.7500656299861759
3	950	0.0	0.7642050112926746
4	486	3257.520319011274	0.7599956463510006
4	622	0.0	0.7594424498212015
4	636	0.0	0.7562790587503689
4	704	0.0	0.7665903809054903
5	600	12023.56792397633	0.7601705806866871
5	644	0.0	0.75
6	682	0.0	0.7629407136766473
6	769	0.0	0.7646307623956579
7	995	0.0	0.7500012295374285
7	1055	2157.067725589175	0.7741028001733368
7	1065	0.0	0.7500041496888216
7	1099	0.0	0.7787793276838956
8	986	64191.629264471434	0.7563178023307852
8	1054	0.0	0.750929560809944
8	1100	0.0	0.7518401227562449
8	1133	0.0	0.7651428883304838
9	1240	0.0	0.7545377442717196
9	1241	0.0	0.7615398483194012
9	1310	0.0	0.752718873663137
10	1156	80807.36401179075	0.7553515598014067
10	1184	0.0	0.7744924741414926
10	1197	601.4215522337246	0.7500096631325938
10	1207	9434.761455703147	0.7503420771358522
10	1239	2656.098766777543	0.7542699834312039
10	1254	0.0	0.7500542575769187
10	1327	0.0	0.7799173204946586
11	1326	58658.70543297191	0.7543794688978588
11	1343	133166.01618089448	0.7616470383355807
11	1579	15255.278386133888	0.7508658024272493
12	635	0.0	0.7614229750610424
12	655	0.0	0.7535691806653316
12	719	0.0	0.7537632160854277
13	1053	0.0	0.7564987707179789
13	1062	0.0	0.75
14	1026	3193.377383675662	0.7513200734969745
14	1089	0.0	0.7632835054549669
14	1090	0.0	0.7549554664028726
15	1204	0.0	0.7507765020237274
15	1212	0.0	0.7578280115412503
15	1273	11379.671661404522	0.7782296883876907
15	1606	92.26094683270044	0.7536089425406007
16	765	6846.020358407387	0.764858757218502
16	984	0.0	0.7628615874879544
17	1220	0.0	0.7691849022562703
17	1405	0.0	0.7550052145041537
17	1543	0.0	0.7542871594064586
18	1234	0.0	0.7513202417223064
18	1288	0.0	0.7501301597018202
18	1320	0.0	0.7510619128369491
18	1424	0.0	0.7563434434226363
19	1594	0.0	0.7541766967267858
19	1599	0.0	0.7580313277910504
20	1451	0.0	0.7542512977151876
21	60	0.0	0.7710657238150487
21	65	612.8090383775848	0.7548261661612135
21	89	595.1016915476948	0.7540418777316005
21	126	371.7319094338487	0.7586302785358205
22	96	0.0	0.7506763764834012
22	107	0.0	0.7518862320087585
22	117	0.0	0.7528087212621537
22	136	0.0	0.7514864576155331
22	176	0.0	0.7557833017840776
22	181	0.0	0.7576546032106564
23	233	0.0	0.7519431635512752
23	393	0.0	0.750005387424706
23	414	0.0	0.7533201662632006
24	378	0.0	0.7637672288555242
24	389	3257.520319011274	0.7542665914299238
24	415	0.0	0.75
24	488	0.0	0.7620794915653079
25	252	62084.15435561874	0.7518321772396623
25	272	0.0	0.7546532352778268
25	376	0.0	0.7610096763555658
25	407	0.0	0.7543812816190576
26	372	0.0	0.7509832990163868
26	373	8031.759429679609	0.7646310999141157
26	427	0.0	0.7584475916895348
26	449	0.0	0.7523738668413243
27	216	0.0	0.752948007981832
27	322	0.0	0.7519160849521034
27	388	0.0	0.75
28	104	0.0	0.7577474262355104
29	261	2585.719838294084	0.7534661773663689
29	351	2350.2957678816524	0.752046597759679
29	402	0.0	0.750000000600006
30	514	10062.642808690063	0.7586766825500186
30	696	0.0	0.75900348919198
31	571	0.0	0.7550408806343698
31	657	0.0	0.760131896873657
32	355	1913.6751529190733	0.7609319720613795
32	397	0.0	0.7590489241210114
32	403	0.0	0.752056850879574
33	556	5506.446710148602	0.7510497513101337
33	608	3212.994228778732	0.7581107023334346
33	707	0.0	0.7577077297614797
33	744	0.0	0.7523234899530411
34	811	10864.086174730173	0.7607625856482199
34	863	0.0	0.7546878088952238
34	930	0.0	0.7649380517816387
35	91	26455.930137244624	0.7612273545046282
35	135	0.0	0.75
35	149	0.0	0.7500000325594002
35	209	0.0	0.7518595967024811
35	258	0.0	0.7559943301664473
35	287	0.0	0.762764123209793
36	869	10062.642808690063	0.7617779632407877
36	1190	0.0	0.7577724956096583
37	222	2774.575399315069	0.7503189598351225
37	284	0.0	0.7508722468790368
38	823	0.0	0.7650385539602205
38	846	0.0	0.7500132301760298
38	871	0.0	0.75162815919139
38	916	0.0	0.7531508027340309
39	1094	0.0	0.7562626935885726
39	1148	0.0	0.7641752161761186
39	1149	0.0	0.7518439379272741
40	1153	0.0	0.7577699240527362
41	945	10716.51418111105	0.7609645848308733
41	998	0.0	0.7522296059744831
41	1048	0.0	0.750503949453138
41	1093	0.0	0.7500135723435022
41	1224	0.0	0.7639068458793372
42	1369	0.0	0.7501849705873647
42	1370	4151.670006355254	0.7539136822305419
42	1386	0.0	0.7558991824201475
42	1473	1575.9610099510232	0.7507700371789925
43	1171	7119.175125440336	0.7554861871668697
43	1242	0.0	0.7554679051219066
43	1266	0.0	0.7539818244716502
43	1301	0.0	0.7506034443099135
44	1415	14264.573809322412	0.7528390013653034
44	1441	1838.810400585378	0.7510230852789568
44	1510	0.0	0.766896306741704
44	1571	6901.01049794209	0.7561513068939376
45	966	0.0	0.7520239853279912
46	1451	0.0	0.7628633376075824
47	1598	0.0	0.8492200668405008
48	1593	0.0	0.7941394307765224
49	1364	0.0	0.7570707886163495
50	869	0.0	0.7584472294869
51	284	0.0	0.7500790030672211
52	65	0.0	0.7505752491981506
53	56	0.0	0.7566666892701768
54	63	0.0	0.7564817524595429
55	104	0.0	0.7535317665162116
56	53	0.0	0.7543962190060945
56	57	0.0	0.7500013842975617
56	58	1681.1778796933359	5.654856441692173
57	56	1681.1778796933359	3.1463620670335075
57	59	0.0	4.452854603705852
58	61	1681.1778796933359	5.654856441692173
59	57	1681.1778796933359	1.1167531380888118
59	66	0.0	5.002173046584935
60	21	1579.6426393591262	0.7561133061197184
60	57	0.0	25.826464288592753
61	76	1681.1778796933359	6.302253131455038
62	61	0.0	1.0440555654500703
63	54	0.0	0.754934832382824
63	60	1579.6426393591262	8.1784774070872
63	62	0.0	1.0440555654500703
63	64	1013.9788408750125	7.567303662719761
64	72	1013.9788408750125	7.567483513513757
65	21	0.0	0.7554856170850741
65	52	0.0	0.7506525397281951
65	72	612.8090383775848	5.4499829584257
66	84	0.0	5.002173046584935
67	63	2593.621480234144	17.71909152879674
68	59	1681.1778796933359	1.3912018405504616
68	67	2593.621480234144	5.795873396709653
69	70	2068.2435950803115	19.272962881264096
70	73	2068.2435950803115	34.77885568770746
70	75	0.0	11.090764901164114
71	67	0.0	7.756539858754224
72	65	0.0	6.5445588724957044
72	69	1416.022064197953	11.374114252256739
72	83	210.76581505464327	2.714369627231836
73	70	0.0	19.747198168450353
73	74	0.0	9.531690864887294
73	96	5409.921788585843	8.506835809285532
74	73	3341.678193505535	8.077434102128143
74	77	0.0	9.531690864887294
75	86	0.0	11.090764901164114
76	79	1681.1778796933359	12.372566260264215
76	84	0.0	1.0451600481631391
77	74	3341.678193505535	8.077434102128143
77	81	0.0	9.531690864887294
78	73	0.0	2.343986112862266
79	71	0.0	7.756539858754224
79	80	1681.1778796933359	2.858154297996877
79	87	0.0	7.848168513436871
80	64	0.0	0.7500003265986324
80	79	0.0	7.146237442288255
80	83	1681.1778796933359	2.859401031691865
81	77	3341.678193505535	8.077434102128143
81	90	0.0	9.531690864887294
82	78	0.0	0.9457752006847864
83	72	0.0	6.5445588724957044
83	80	0.0	5.2402311556711645
83	85	1250.3015965956718	4.7206199084080005
83	102	641.6420981523027	1.3423491944758594
84	113	0.0	5.472126384502386
85	69	652.221530882359	3.942019229713969
85	83	0.0	15.254019405248838
85	86	598.0800657133178	0.9478729021386224
86	85	0.0	8.195346780336438
86	97	598.0800657133178	2.1864345903204008
87	79	0.0	1.364373451873632
87	89	0.0	6.031098276014186
87	98	0.0	2.0094732516613476
88	68	4274.799359927477	3.58773906667718
89	21	0.0	0.7624947948517704
89	87	0.0	1.5507349501220458
89	94	595.1016915476948	4.752872999860756
