OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
59	26	117.686596
20	21	95.82760863479731	0.3054871160446103
58	20	95.82760863479731	0.19272160524430554
21	23	95.82760863479731	0.06707817987856216
23	24	95.82760863479731	0.03687493294726746
24	26	100.79965378238457	0.023872700246444056
33	24	4.972045147587288	0.294934615039504
27	26	7.294968531930125	0.07232831226450527
28	26	9.59197368568555	0.023288404019922392
27	28	9.59197368568555	0.04952987546837655
33	27	16.88694221761563	0.2460418315677172
32	33	8.742962605515931	0.16766941932915783
32	34	1.0179874985829165	0.09482388703487601
60	32	9.760950104098852	0.11266975550068864
34	33	13.116024759687024	0.07349841507250161
60	34	12.098037261104082	0.20755503828408678
59	58	95.82760863479731	0.1360724673403981
59	60	21.858987365202964	0.16282142959322174

