OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
8	4	2.08
8	121	2.08	0.0
16	277	2.08	0.0
19	46	2.08	0.0
46	47	2.08	1.3336197577741027
47	52	2.08	0.6667122021149845
48	49	2.08	3.0013937809385247
49	19	2.08	0.0
52	53	2.08	3.6672328523107844
53	263	2.08	6.000345586086526
121	128	2.08	10.023976998686617
128	131	2.08	0.6695995319634157
131	48	2.08	21.013918043209582
196	197	2.08	4.838995419199183
197	198	2.08	0.3336341207664759
198	302	2.08	1.3410085540606493
263	272	2.08	13.33410096906197
272	280	2.08	12.385850505027092
277	196	2.08	12.154737486121986
280	283	2.08	2.0451093169761565
283	285	2.08	4.771922080462585
285	16	2.08	0.0
298	4	2.08	0.0
302	311	2.08	10.728071449755195
311	298	2.08	0.3352518870759955

