OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
38	21	0.75
19	144	0.75	0.0
20	53	0.75	0.0
24	131	0.75	0.0
26	251	0.75	0.0
27	68	0.75	0.0
28	107	0.75	0.0
38	314	0.75	0.0
53	54	0.75	1.0414637769555664
54	55	0.75	6.667249841541949
55	59	0.75	10.667599546449633
59	229	0.75	0.6667252841804228
68	28	0.75	0.0
97	24	0.75	0.0
98	97	0.75	2.1456762530599263
105	98	0.75	5.122491206909943
107	105	0.75	0.6678260482773825
131	21	0.75	0.0
144	20	0.75	0.0
146	19	0.75	0.0
147	275	0.75	0.33333641187174384
149	147	0.75	10.334113634308165
228	249	0.75	4.390043866955886
229	228	0.75	1.3507824945047828
249	26	0.75	0.0
251	27	0.75	0.0
275	276	0.75	2.000076512584127
276	277	0.75	0.33334575208460243
277	146	0.75	1.3333840083766662
311	312	0.75	1.6730339431877406
312	316	0.75	1.3384265522580936
314	311	0.75	5.019100825743057
315	317	0.75	4.349887047703927
316	315	0.75	2.0076403302972228
317	149	0.75	1.0038201651486114

