OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
19	25	10.12
19	1594	2.399144832492634	0.7541766508767902
19	1599	7.720855167507366	0.7580313890803128
252	25	10.12	0.7576229093260144
270	252	10.12	13.831360841181393
295	270	10.12	13.831360841181393
324	325	10.12	4.687798076229281
325	295	10.12	14.87312125931346
360	324	10.12	9.448514155026615
401	360	10.12	17.71447706628691
474	401	10.12	12.906543096177284
493	474	10.12	11.754784665157311
503	493	10.12	14.214839329143583
527	503	10.12	14.214839329143583
545	527	10.12	14.214839329143583
659	545	10.12	14.216578770529733
680	659	10.12	14.216578770529733
702	680	10.12	1.8197141355264448
735	702	10.12	1.8197141355264448
757	735	10.12	6.161468424056063
764	757	10.12	6.161468424056063
788	764	10.12	6.161468424056063
829	788	10.12	6.161468424056063
847	849	10.12	6.161468424056063
849	829	10.12	6.161468424056063
872	847	10.12	7.207195156770428
967	872	10.12	7.207195156770428
1068	967	10.12	2.552686943327055
1200	1068	10.12	2.552686943327055
1304	1200	10.12	2.552686943327055
1377	1304	10.12	2.0773472202157923
1408	1377	10.12	3.598382438146524
1423	1408	10.12	3.598382438146524
1461	1423	10.12	3.598382438146524
1499	1461	10.12	7.380729476811441
1518	1499	10.12	7.380729476811441
1545	1518	10.12	21.158024523889647
1566	1545	10.12	13.984596829414084
1573	1574	2.399144832492634	4.930107562413565
1574	1566	10.12	7.954002040782349
1580	1574	7.720855167507366	4.821501807084192
1586	1573	2.399144832492634	7.180310384429194
1588	1580	7.720855167507366	4.821501807084192
1594	1586	2.399144832492634	7.180310384429194
1595	1588	7.720855167507366	4.821501807084192
1599	1595	7.720855167507366	4.821501807084192

