OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
5	20	71.2
2	209	18.99179194485242	0.0
3	161	52.20820805514758	0.0
3	195	18.99179194485242	0.0
5	272	71.2	0.0
16	155	71.2	0.0
155	3	71.2	0.0
161	211	52.20820805514758	9.696612835506514
195	201	18.99179194485242	8.362014988968403
201	228	18.99179194485242	0.3344802784573477
209	20	18.99179194485242	0.0
210	325	52.20820805514758	7.744251592562206
211	210	52.20820805514758	13.689519574349982
221	2	18.99179194485242	0.0
225	221	18.99179194485242	7.272785370537411
227	225	18.99179194485242	22.788061312536247
228	227	18.99179194485242	2.9091141482149645
272	280	71.2	12.385891634740268
280	283	71.2	2.045132601707523
283	285	71.2	4.771976411506321
285	16	71.2	0.0
324	20	52.20820805514758	0.0
325	324	52.20820805514758	10.58213420487272

