OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
9	3	5.13
8	121	5.13	0.0
9	95	5.13	0.0
16	155	5.13	0.0
19	46	5.13	0.0
46	47	5.13	1.333616557618805
47	52	5.13	0.6667122377064988
48	49	5.13	3.001394459169161
49	19	5.13	0.0
52	53	5.13	3.6672332150308007
53	263	5.13	6.0003459167829805
95	99	5.13	11.089706460620103
99	8	5.13	0.0
121	128	5.13	10.02398602948611
128	131	5.13	0.6696004809952001
131	48	5.13	21.013925273267848
155	3	5.13	0.0
263	272	5.13	13.334101703942961
272	280	5.13	12.385867639472844
280	283	5.13	2.045119017852348
283	285	5.13	4.7719447158419825
285	16	5.13	0.0

