OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
33	1	2777.2
33	608	2777.1999999999994	0.7579961724590646
513	1	1475.9715067377622	0.7580885574699232
520	513	1475.9715067377622	13.196264506553725
551	555	1174.9097499552108	12.904484197300949
552	551	1174.9097499552108	10.395313519053484
555	520	1475.9715067377622	13.196264506553725
555	568	605.1156661007934	7.703185612442413
558	552	1174.9097499552108	12.762115932954845
566	1	1301.2284932622354	0.7556190867134694
567	566	943.5847126176575	11.802321739434712
568	567	605.1156661007934	6.92252037596781
582	555	906.1774228833458	8.918345976230185
595	567	338.46904651686395	5.194463611997873
603	558	1174.9097499552108	5.768014897709777
607	566	357.6437806445789	1.986092787743618
608	624	2777.1999999999994	17.93916755593996
624	603	1174.9097499552108	5.768014897709777
624	676	1602.2902500447885	20.918522685022392
633	582	906.1774228833458	8.91825046522048
649	595	338.46904651686395	5.194512345785961
670	607	357.6437806445789	1.984788778257051
672	670	357.6437806445789	7.004123064911866
676	633	906.1774228833458	8.91825046522048
676	687	696.1128271614427	12.443427079431503
685	672	357.6437806445789	6.7182741230235745
686	649	338.46904651686395	5.1949022225029955
686	685	357.6437806445789	9.721122060813684
687	686	696.1128271614427	13.40565106042709

