OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
5	22	0.96
5	600	0.96	0.7597108180762321
181	22	0.96	0.7530965969697285
184	181	0.96	6.113147411102622
198	184	0.96	3.7502107323932146
228	198	0.96	4.96857686844158
262	228	0.96	4.226040183049441
293	262	0.96	4.285115721104007
328	293	0.96	6.942129338956486
345	328	0.96	6.942129338956486
382	345	0.96	6.942129338956486
413	382	0.96	0.9487977605919162
467	413	0.96	9.206006370811458
483	467	0.96	17.885553104549498
530	483	0.96	15.068170966486635
553	530	0.96	18.792957587913946
565	553	0.96	18.792957587913946
600	565	0.96	36.55478353262711

