OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
14	11	1.71
7	89	1.71	0.0
14	259	1.71	0.0
17	142	1.71	0.0
23	353	1.71	0.0
36	86	1.71	3.666674171202445
39	36	1.71	1.3333401434144379
75	115	1.71	0.33336001231200124
76	75	1.71	7.667288283824325
86	7	1.71	0.0
89	93	1.71	9.333895537720338
93	330	1.71	11.33401608152186
110	187	1.71	9.52695743913417
115	110	1.71	6.804970182664681
139	144	1.71	1.3341084929289322
142	145	1.71	6.333954742282496
144	151	1.71	0.33336349016102074
145	153	1.71	12.666778442961638
151	17	1.71	0.0
153	154	1.71	5.000043990641593
154	39	1.71	0.6666701660086082
187	191	1.71	0.6804973244901109
191	11	1.71	0.0
257	139	1.71	3.369123075009499
259	268	1.71	7.025779181849767
268	352	1.71	10.036827402642526
330	331	1.71	0.6666913663424691
331	76	1.71	18.667483512932634
352	23	1.71	0.0
353	354	1.71	0.6738250192967092
354	257	1.71	7.412071169315706

