OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
24	2	15028.0
4	622	3572.530030920263	0.7595251752317549
4	636	10207.859935984141	0.7562446022483722
24	488	15027.99999999996	0.7620796547906517
486	4	10756.143601778253	0.7775193855745289
487	486	10756.143601778253	9.55531223869563
487	496	4271.856398221675	3.113044346732371
488	487	15027.99999999996	8.574433703278237
496	532	4271.856398221675	3.113044346732371
532	588	4271.856398221675	3.3704161508159745
588	4	3024.2463651261255	0.7562773607809329
588	622	1247.6100330955555	1.4879123303293498
622	645	4820.140064015834	6.160330648993069
636	669	10207.859935984141	10.364097962432036
645	672	4820.140064015834	7.567795838928044
669	677	10207.859935984141	10.364097962432036
672	677	4820.140064015834	7.273531873545018
677	714	15027.99999999996	8.834527169816106
714	729	7121.219529370601	4.730122585035845
714	759	7906.780470629382	9.545523355339972
729	732	7121.219529370601	4.730122585035845
732	2	7121.219529370601	0.7511638936190925
759	2	7906.780470629382	0.7542720806630578

