OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
30	16	2.35
13	73	2.35	0.0
28	107	2.35	0.0
29	264	2.35	0.0
30	258	2.35	0.0
70	28	2.35	0.0
71	78	2.35	5.33699822850679
73	70	2.35	6.414243466614075
74	86	2.35	1.6828800149363383
78	13	2.35	0.0
79	74	2.35	1.1160775262257183
86	101	2.35	4.375486827161111
101	106	2.35	1.911332868369911
106	16	2.35	0.0
107	79	2.35	12.453309283291045
258	337	2.35	1.0006997965030744
263	71	2.35	1.0014013184262802
264	263	2.35	7.470887264739086
266	29	2.35	0.0
271	266	2.35	9.826232146842674
337	338	2.35	1.725645745882014
338	271	2.35	2.001399593006149

