OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
20	16	50.64
20	1451	50.64	0.7542512873434093
765	16	50.64	0.7623669013285419
778	765	50.64	6.526458537761616
851	778	50.64	6.182687133822194
900	851	50.64	6.182687133822194
942	900	50.64	3.6603631641648877
983	942	50.64	3.6603631641648877
1050	983	50.64	3.6603631641648877
1086	1050	50.64	3.6603631641648877
1139	1086	50.64	3.6603631641648877
1180	1139	50.64	3.6603631641648877
1252	1180	50.64	3.6603631641648877
1268	1252	50.64	3.6603631641648877
1319	1268	50.64	5.118377274698525
1346	1319	50.64	6.451279929640425
1365	1346	50.64	11.272195901791196
1375	1365	50.64	20.565152827433913
1388	1375	50.64	20.565152827433913
1406	1388	50.64	20.565152827433913
1421	1406	50.64	20.565152827433913
1451	1421	50.64	20.565152827433913

