OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
25	8	13.97
12	71	13.97	0.0
13	73	13.97	0.0
19	350	13.97	0.0
20	144	13.97	0.0
25	135	13.97	0.0
26	283	13.97	0.0
27	251	13.97	0.0
28	68	13.97	0.0
35	282	13.97	0.0
52	20	13.97	0.0
58	52	13.97	9.688869481247101
68	27	13.97	0.0
70	28	13.97	0.0
71	78	13.97	5.3369859551052174
73	70	13.97	6.414112899385211
78	13	13.97	0.0
135	12	13.97	0.0
144	19	13.97	0.0
147	326	13.97	0.7658627167449729
150	147	13.97	0.3583296178045412
247	150	13.97	0.33612366715693537
251	26	13.97	0.0
282	334	13.97	2.345203870558254
283	336	13.97	3.7222079077206467
325	8	13.97	0.0
326	325	13.97	7.658623721069226
334	58	13.97	13.066137716844231
336	35	13.97	0.0
350	247	13.97	14.060746507293011

