origin,destination,SO_time,UE_time,diff,flow,SO_routes_num,SO_routes_time,SO_routes_flow
1,2,75.09408599130118,75.11074619765402,0.016660206352838713,2207.2,4,"[75.07999999999998, 75.08999999999999, 75.11, 75.11999999999999]","[1050.38, 374.05999999999995, 396.04, 386.71999999999974]"
1,3,230.58559413735293,230.55544010890583,-0.030154028447100245,10599.99,6,"[230.51999999999998, 230.52999999999997, 230.64, 230.7, 230.72999999999996, 235.29]","[3833.57, 2481.0399999999995, 2616.63, 676.7700000000002, 986.2000000000003, 5.779999999999518]"
1,7,246.53513756591343,246.6092898781831,0.07415231226966057,6847.990000000002,16,"[246.13000000000002, 246.14000000000001, 246.28000000000003, 246.41, 246.54, 246.69000000000003, 246.7, 246.71999999999997, 246.76000000000005, 246.77000000000004, 246.85999999999999, 246.96000000000004, 247.04999999999993, 247.05999999999992, 247.07999999999993, 251.4199999999999]","[1676.5, 873.6399999999999, 176.03999999999996, 0.580000000000382, 652.02, 117.50000000000006, 901.73, 51.950000000000045, 391.03999999999957, 778.6600000000005, 155.54999999999973, 57.36000000000013, 37.23000000000013, 692.6899999999999, 284.1699999999998, 1.3299999999994725]"
1,8,274.89893039436623,275.01275441233025,0.11382401796402064,7100.0,7,"[274.37000000000006, 275.49999999999994, 275.50999999999993, 275.57, 275.59, 275.5999999999999, 275.62999999999994]","[3935.63, 708.93, 619.83, 555.82, 762.62, 43.52999999999997, 473.64]"
1,9,305.07247169186763,324.4860049328327,19.41353324096508,335279.98000000004,59,"[260.39000000000004, 266.57000000000005, 270.77000000000004, 276.19, 276.23, 276.51000000000005, 281.96, 291.2100000000001, 291.2300000000001, 297.16, 297.84, 298.65, 298.90000000000003, 300.9, 301.45, 301.46, 305.34000000000003, 311.96000000000004, 311.98, 312.96, 315.98999999999995, 338.62, 338.83, 339.03000000000003, 340.06000000000006, 340.64000000000004, 341.21, 348.1499999999999, 350.05999999999995, 350.1, 358.9299999999999, 371.2699999999999, 372.0199999999999, 373.6200000000001, 379.48000000000013, 379.59000000000003, 379.63000000000005, 379.64, 379.9699999999999, 379.9999999999999, 380.75999999999993, 381.73, 381.74000000000007, 382.42, 382.43, 383.03000000000003, 383.75000000000006, 391.27, 391.28999999999996, 392.86999999999995, 393.2699999999999, 393.62, 396.98, 397.0, 397.24000000000007, 402.12999999999994, 403.7, 403.71000000000004, 412.2]","[102818.4, 5379.040000000008, 955.41, 1152.2799999999988, 5240.5700000000015, 16128.50000000001, 4080.70999999999, 755.8899999999994, 3350.300000000003, 26.469999999997526, 6928.149999999998, 31028.070000000003, 1413.3999999999942, 17394.459999999995, 6424.619999999995, 20768.38, 2043.8600000000151, 3512.449999999986, 3675.2199999999975, 2215.190000000006, 9404.490000000002, 7466.04, 8400.839999999975, 986.5400000000227, 1936.3100000000013, 1461.260000000002, 3297.379999999983, 3878.7499999999854, 1855.2200000000157, 568.3099999999686, 5789.310000000001, 1134.260000000013, 613.5399999999854, 831.980000000025, 3073.8000000000065, 2599.51, 249.1099999999933, 1612.5100000000039, 1657.6099999999715, 3215.5199999999995, 2243.59000000003, 2977.45, 1496.1299999999983, 398.02000000000226, 408.8899999999977, 2284.9300000000017, 1234.2699999999954, 10327.85, 8552.97, 4308.4400000000005, 477.3200000000015, 242.16000000000713, 2116.02, 246.94999999999982, 785.3299999999736, 581.04, 480.7599999999911, 348.53999999999996, 445.65999999999985]"
1,14,263.19363099341905,263.2622528380825,0.06862184466342569,1276.3999999999999,3,"[263.14, 263.16, 263.28000000000003]","[476.03, 363.31, 437.06]"
1,21,180.00498144844806,180.0216806992508,0.016699250802730603,280.3,7,"[179.98, 179.98999999999998, 179.99999999999997, 180.01000000000002, 180.02000000000004, 180.02999999999997, 180.04]","[14.75, 102.42, 59.04, 2.1400000000000006, 39.49, 59.41, 3.05]"
1,24,32.74194743193069,32.759847849628706,0.017900417698015758,6464.0,3,"[32.71, 32.76, 32.8]","[3842.66, 735.3100000000004, 1886.0299999999997]"
1,25,90.07118077542476,90.0825404807292,0.011359705304428758,912.79,6,"[90.02999999999997, 90.05999999999997, 90.08999999999997, 90.1, 90.13999999999999, 90.14999999999999]","[153.34, 370.90999999999997, 329.77000000000004, 1.9599999999999795, 27.84999999999998, 28.959999999999965]"
1,26,113.51788681315116,114.24594284537905,0.7280560322278831,7091.99,10,"[112.65, 113.00000000000003, 114.05000000000003, 114.07, 114.10999999999999, 114.11999999999999, 114.21000000000001, 114.53, 115.24, 115.31999999999998]","[3846.44, 269.42999999999984, 636.5200000000004, 270.0599999999995, 44.44000000000051, 190.29, 50.999999999999545, 489.42999999999984, 177.00999999999954, 1117.37]"
1,27,131.22153654506192,135.61183502066612,4.390298475604197,33791.979999999996,16,"[126.16999999999999, 127.79999999999998, 132.21999999999997, 132.61999999999998, 134.46999999999997, 135.01999999999998, 136.48999999999998, 136.67999999999998, 137.47, 137.48000000000002, 137.51999999999998, 139.42, 139.43, 140.71999999999997, 140.87000000000003, 141.06]","[18263.25, 270.7900000000009, 1208.55, 1479.9099999999992, 1056.1300000000017, 615.079999999999, 1044.7699999999988, 119.77999999999975, 72.40000000000009, 1214.509999999999, 774.2099999999989, 5953.159999999999, 287.3000000000027, 241.2700000000018, 633.5599999999973, 557.3099999999982]"
1,28,207.1883609774157,207.25654282249914,0.06818184508344416,1080.3999999999999,8,"[207.05999999999997, 207.0699999999999, 207.11999999999992, 207.18999999999988, 207.38999999999987, 207.43999999999988, 207.4599999999999, 207.6699999999999]","[467.94, 154.59999999999997, 118.17000000000007, 10.249999999999915, 73.16000000000005, 76.35000000000002, 162.8599999999998, 17.07]"
1,29,138.88196057100185,139.46494979885966,0.5829892278578086,33063.99,10,"[137.26, 137.26999999999998, 138.42999999999998, 138.45, 139.45999999999998, 139.53999999999996, 139.82999999999998, 148.17999999999998, 149.17, 150.20000000000002]","[8181.12, 12228.29, 2970.15, 333.3499999999999, 2616.7, 189.9000000000001, 3616.98, 811.2199999999989, 2033.1000000000013, 83.17999999999984]"
1,30,178.12724829736413,178.67495721294637,0.5477089155822341,22611.999999999996,10,"[176.92999999999995, 176.93999999999994, 177.75999999999993, 179.22999999999996, 179.92999999999998, 179.98999999999998, 180.17999999999998, 187.00999999999996, 187.01999999999995, 191.68]","[5850.93, 8781.6, 1492.4899999999998, 768.1699999999983, 2068.5200000000023, 77.95999999999776, 2710.070000000003, 539.77, 315.58999999999696, 6.899999999996908]"
1,32,91.52671516295231,91.56582577230341,0.039110609351098446,3338.3999999999996,3,"[91.5, 91.51, 91.63000000000001]","[2368.37, 307.6500000000001, 662.3799999999999]"
1,33,135.53358071625345,135.57031584022042,0.0367351239669631,3630.0,6,"[135.43, 135.44, 135.48, 135.60999999999999, 135.73999999999998, 135.76]","[945.87, 729.4699999999999, 752.57, 391.9100000000004, 341.42, 468.75999999999954]"
