origin,destination,SO_time,UE_time,diff,flow,SO_routes_num,SO_routes_time,SO_routes_flow
1,2,46.162926073483845,46.24,0.07707392651615663,22.59,2,"[46.01, 46.24]","[7.57, 15.02]"
1,20,46.20236274509804,46.24,0.03763725490195924,10.2,2,"[46.13, 46.24]","[3.49, 6.709999999999999]"
2,1,32.763666666666666,32.81000000000001,0.046333333333343774,22.5,2,"[32.65, 32.8]","[5.45, 17.05]"
2,3,25.509607843137253,25.6,0.09039215686274815,41.82,2,"[25.349999999999998, 26.169999999999998]","[33.68, 8.14]"
2,4,52.859328851280864,52.99027240060276,0.13094354932189844,86.27000000000001,3,"[52.46, 52.99, 55.290000000000006]","[21.4, 64.84, 0.03]"
2,6,53.851940298507465,53.89,0.03805970149253568,38.19,2,"[53.72, 54.480000000000004]","[31.56, 6.629999999999999]"
2,13,15.990067873303166,16.020000000000003,0.029932126696836647,17.68,2,"[15.9, 16.02]","[4.41, 13.27]"
2,14,80.36769084774356,80.49006326444537,0.12237241670180765,47.42,4,"[80.08, 80.38, 81.11, 81.22000000000001]","[11.69, 31.84, 3.13, 0.76]"
2,16,25.52954266421117,25.6,0.07045733578883073,32.58,2,"[25.45, 26.159999999999997]","[28.93, 3.6499999999999986]"
2,17,59.17311389236546,59.25,0.07688610763454307,39.949999999999996,2,"[59.03, 59.81]","[32.62, 7.33]"
2,21,15.98090200902009,16.02,0.039097990979909625,24.39,2,"[15.86, 16.02]","[5.96, 18.43]"
2,22,57.78589301121656,57.900000000000006,0.1141069887834476,46.36,2,"[57.59, 58.45]","[35.8, 10.56]"
2,23,57.83638320775028,57.900000000000006,0.06361679224972505,27.869999999999997,2,"[57.800000000000004, 58.449999999999996]","[26.31, 1.56]"
2,25,15.994066666666665,16.019999999999996,0.02593333333333092,15.0,2,"[15.92, 16.02]","[3.89, 11.11]"
2,26,100.44823696682464,100.48,0.03176303317536622,10.55,2,"[100.39, 100.47]","[2.87, 7.68]"
3,2,41.694671428571425,41.7,0.0053285714285777885,42.0,2,"[41.68, 41.7]","[11.19, 30.81]"
3,13,57.660000000000004,57.71999999999999,0.05999999999998806,21.0,3,"[57.52, 57.67, 57.71000000000001]","[5.44, 0.40999999999999925, 15.15]"
3,14,54.803916728076636,55.19003868828298,0.3861219602063457,54.28,2,"[54.379999999999995, 55.41]","[31.94, 22.34]"
3,20,41.6967289857206,41.7,0.003271014279405904,67.93,2,"[41.66, 41.71]","[18.03, 49.9]"
3,21,57.674813885403594,57.72,0.045186114596404536,23.91,3,"[57.54, 57.7, 57.72]","[5.96, 0.3799999999999999, 17.57]"
3,25,57.690763178599525,57.72,0.0292368214004739,12.71,3,"[57.61, 57.63, 57.72]","[3.37, 0.009999999999999787, 9.33]"
4,20,61.36968456320994,61.420661055728054,0.05097649251811731,122.36999999999999,3,"[61.18, 69.25999999999999, 69.27]","[119.5, 0.66, 2.21]"
5,2,60.89641565575647,60.910000000000004,0.013584344243533053,43.69,2,"[60.86, 60.910000000000004]","[11.87, 31.82]"
5,13,76.89322811197141,76.92999999999999,0.03677188802858211,16.79,2,"[76.79, 76.93]","[4.41, 12.379999999999999]"
5,14,74.16443569553806,74.4000612423447,0.23562554680664505,34.29,2,"[73.89, 74.61]","[21.22, 13.07]"
5,20,60.9066643258427,60.910000000000004,0.0033356741573058457,71.2,2,"[60.86999999999999, 60.92]","[18.99, 52.21]"
5,21,76.88875109553024,76.93,0.04124890446976792,22.82,3,"[76.76, 76.91, 76.93]","[5.45, 0.7400000000000002, 16.63]"
5,25,76.89630163304514,76.93,0.03369836695486583,10.41,3,"[76.80999999999999, 76.88999999999999, 76.93]","[2.87, 0.1599999999999997, 7.38]"
6,2,69.44472215042647,69.44999999999999,0.005277849573516846,38.69,2,"[69.42999999999999, 69.45]","[10.21, 28.479999999999997]"
6,13,85.41860719874803,85.46999999999998,0.051392801251950004,19.169999999999998,3,"[85.3, 85.42999999999999, 85.46]","[4.92, 0.20999999999999996, 14.04]"
6,20,69.43185502026114,69.45,0.018144979738863753,22.21,2,"[69.41, 69.44]","[6.03, 16.18]"
6,21,85.4108356657337,85.47,0.05916433426629908,25.009999999999998,3,"[85.25999999999999, 85.41999999999999, 85.46]","[5.97, 0.8900000000000006, 18.15]"
6,25,85.45017964071856,85.47,0.019820359281439437,1.67,2,"[85.44, 85.46]","[0.82, 0.85]"
8,2,120.59732876712327,120.61,0.01267123287672689,1.46,2,"[120.58999999999999, 120.6]","[0.39, 1.0699999999999998]"
8,13,136.6144144144144,136.63,0.015585585585597528,1.11,3,"[136.6, 136.60999999999999, 136.62]","[0.3, 0.020000000000000018, 0.79]"
8,20,120.59736842105262,120.60999999999999,0.012631578947363664,1.52,2,"[120.58999999999999, 120.6]","[0.4, 1.12]"
8,21,136.6067741935484,136.63000000000002,0.0232258064516202,1.5499999999999998,3,"[136.58999999999997, 136.6, 136.62]","[0.41, 0.41, 0.73]"
9,2,131.69434262948207,131.70999999999998,0.01565737051791416,5.02,2,"[131.67999999999998, 131.7]","[1.42, 3.5999999999999996]"
9,13,147.68643410852712,147.72999999999996,0.04356589147283785,2.58,3,"[147.66, 147.68, 147.70000000000002]","[0.83, 0.09000000000000008, 1.66]"
9,21,147.6994722955145,147.73,0.030527704485479035,3.79,3,"[147.65999999999997, 147.67999999999998, 147.72]","[1.23, 0.10000000000000009, 2.46]"
9,25,147.6967441860465,147.73,0.03325581395350241,0.43,3,"[147.68999999999997, 147.7, 147.71]","[0.25, 0.07, 0.10999999999999999]"
10,2,142.90714285714287,142.92,0.012857142857114923,4.27,2,"[142.9, 142.91]","[1.22, 3.05]"
10,13,158.9305785123967,158.94000000000003,0.00942148760333339,2.42,3,"[158.91, 158.92, 158.94]","[0.64, 0.17999999999999994, 1.5999999999999999]"
10,20,142.9000294117647,142.92000000000002,0.01997058823531006,3.4,2,"[142.88, 142.91]","[1.13, 2.27]"
10,21,158.91495495495496,158.94,0.02504504504503302,3.33,3,"[158.88, 158.9, 158.93]","[0.84, 0.27000000000000013, 2.22]"
10,25,158.91049999999998,158.93999999999997,0.02949999999998454,0.2,2,"[158.91, 158.92]","[0.19, 0.01]"
11,2,146.597323943662,146.60999999999999,0.012676056337994623,1.42,2,"[146.59, 146.60000000000002]","[0.38, 1.04]"
11,13,162.6179069767442,162.63000000000002,0.012093023255829394,0.86,3,"[162.6, 162.61, 162.63000000000002]","[0.32, 0.03999999999999998, 0.5]"
11,20,146.60204081632654,146.60999999999999,0.007959183673449388,0.98,2,"[146.59, 146.61]","[0.39, 0.59]"
11,21,162.6148120300752,162.63000000000002,0.015187969924824074,1.33,3,"[162.6, 162.61, 162.62000000000003]","[0.33, 0.02999999999999997, 0.97]"
12,2,155.11130201342283,155.14000000000001,0.028697986577185475,7.45,2,"[155.09, 155.12000000000003]","[2.16, 5.29]"
12,13,171.12481481481484,171.16,0.03518518518515634,4.32,3,"[171.09, 171.10000000000002, 171.14000000000004]","[1.24, 0.09000000000000008, 2.99]"
12,20,155.11743902439025,155.14000000000001,0.022560975609764,6.5600000000000005,2,"[155.09, 155.13000000000002]","[2.06, 4.5]"
12,21,171.12752958579887,171.16,0.032470414201128506,6.76,3,"[171.07, 171.12, 171.15000000000003]","[1.85, 0.1299999999999999, 4.78]"
12,25,171.12634146341463,171.16000000000003,0.033658536585392085,0.41,3,"[171.12, 171.13000000000002, 171.14000000000004]","[0.25, 0.06, 0.09999999999999998]"
13,2,14.595291005291006,14.670000000000002,0.07470899470899539,20.79,2,"[14.45, 14.67]","[7.06, 13.73]"
13,3,40.145587129126625,40.269999999999996,0.12441287087337116,23.93,2,"[39.980000000000004, 40.230000000000004]","[8.08, 15.85]"
13,6,68.46356299212599,68.56,0.09643700787401599,20.32,2,"[68.32, 68.53999999999999]","[7.06, 13.26]"
13,7,103.50192546583851,103.59,0.08807453416149258,1.6099999999999999,2,"[103.49, 103.52]","[0.97, 0.64]"
13,15,43.95386748844376,44.03999999999999,0.08613251155622947,25.96,2,"[43.78, 44.04]","[8.6, 17.36]"
13,16,40.17453687315634,40.269999999999996,0.09546312684365432,16.95,2,"[40.06, 40.230000000000004]","[5.53, 11.419999999999998]"
13,17,73.81447135262847,73.91999999999999,0.10552864737151424,16.93,2,"[73.7, 73.87]","[5.53, 11.399999999999999]"
13,18,80.20311653116529,80.24999999999999,0.046883468834693076,7.380000000000001,2,"[80.14999999999999, 80.22999999999999]","[2.48, 4.9]"
13,20,14.532902521823475,14.67,0.13709747817652485,41.239999999999995,2,"[14.26, 14.67]","[13.79, 27.45]"
13,22,72.51557709251101,72.57,0.05442290748898415,22.7,3,"[72.45, 72.52, 72.55]","[2.99, 16.08, 3.63]"
13,23,72.51773925104023,72.57,0.05226074895976751,14.42,3,"[72.48, 72.52, 72.54]","[1.98, 10.11, 2.33]"
14,2,87.34844846900673,87.77558916900094,0.42714069999421156,53.559999999999995,4,"[86.74, 87.83, 88.02, 89.02]","[27.21, 6.05, 20.29, 0.00999999999999801]"
