origin,destination,SO_time,UE_time,diff,flow,SO_routes_num,SO_routes_time,SO_routes_flow
1,24,7.720082069137031,7.720795821934842,0.0007137527978109404,40.21,2,"[7.72, 7.73]","[39.88, 0.3299999999999983]"
1,33,9.055380875202593,9.052438391699091,-0.0029424835035012364,30.85,2,"[9.05, 9.059999999999999]","[14.25, 16.6]"
1,38,10.914754966887417,10.913503311258276,-0.0012516556291402026,15.1,2,"[10.91, 10.919999999999998]","[7.92, 7.18]"
1,46,12.760574018126885,12.77368580060423,0.013111782477345457,3.31,2,"[12.759999999999998, 12.77]","[3.12, 0.18999999999999995]"
1,94,14.49191283292978,14.503389830508473,0.01147699757869347,4.13,2,"[14.489999999999998, 14.5]","[3.34, 0.79]"
1,101,14.505113362276894,14.50339122045345,-0.0017221418234445451,20.73,2,"[14.5, 14.509999999999998]","[10.13, 10.6]"
15,98,18.09685483870967,18.096159274193543,-0.0006955645161283996,9.92,2,"[18.079999999999995, 18.119999999999997]","[5.74, 4.18]"
15,102,18.067647424732513,18.096166956954463,0.028519532221949362,80.38,2,"[17.999999999999993, 18.149999999999995]","[44.13, 36.24999999999999]"
16,102,20.25510860820595,20.254271922767497,-0.0008366854384540545,12.43,2,"[20.24, 20.299999999999997]","[9.299999999999999, 3.13]"
18,101,10.131329879101902,10.13272452504318,0.0013946459412785828,23.159999999999997,2,"[10.13, 10.140000000000002]","[20.08, 3.08]"
19,101,11.511934959349592,11.512596980255518,0.0006620209059260418,43.05,2,"[11.51, 11.52]","[34.72, 8.329999999999998]"
21,101,12.291555256970103,12.292677191803827,0.0011219348337245805,29.77,2,"[12.29, 12.299999999999999]","[25.14, 4.629999999999999]"
23,8,6.3164655172413795,6.320923321234121,0.004457803992741205,44.08,2,"[6.3100000000000005, 6.32]","[15.58, 28.5]"
23,15,8.837674595623218,8.840403425309232,0.002728829686013512,105.1,2,"[8.82, 8.840000000000002]","[12.22, 92.88]"
23,16,11.529181260945709,11.530770465489567,0.001589204543858358,68.52000000000001,3,"[11.51, 11.520000000000003, 11.530000000000001]","[2.69, 0.22999999999999998, 65.60000000000001]"
23,19,13.119862323707185,13.121346767422331,0.001484443715146,59.56,3,"[13.109999999999998, 13.12, 13.140000000000002]","[0.94, 58.56, 0.05999999999999872]"
23,33,5.505658733722497,5.522822631342613,0.017163897620116053,222.7,3,"[5.47, 5.49, 5.58]","[97.08, 65.3, 60.32]"
23,35,4.094235800344234,4.094314974182444,7.917383820998936e-05,232.39999999999998,2,"[4.08, 4.1]","[66.98, 165.42]"
23,36,4.47735662965382,4.4843148269105155,0.006958197256695442,153.1,2,"[4.47, 4.4799999999999995]","[40.47, 112.63]"
23,37,5.957400000000001,5.960938028169014,0.0035380281690136073,142.0,3,"[5.95, 5.96, 6.020000000000001]","[37.04, 104.94, 0.01999999999999602]"
23,38,7.385542627883652,7.382826479438314,-0.0027161484453381846,49.849999999999994,2,"[7.38, 7.39]","[22.22, 27.63]"
23,44,7.066600796812751,7.064367729083667,-0.0022330677290840484,250.99999999999997,4,"[7.040000000000002, 7.060000000000002, 7.090000000000002, 7.150000000000001]","[73.16, 143.14000000000001, 0.04999999999998295, 34.64999999999998]"
23,46,9.242832469775475,9.242832469775475,0.0,5.79,2,"[9.24, 9.25]","[4.15, 1.6399999999999997]"
23,94,10.9637575030012,10.9728331332533,0.009075630252098676,8.33,2,"[10.96, 10.97]","[5.2, 3.13]"
23,95,12.624062877871827,12.632841596130593,0.00877871825876575,8.27,2,"[12.620000000000001, 12.63]","[4.91, 3.3599999999999994]"
23,97,12.632832469775476,12.632832469775474,-1.7763568394002505e-15,5.79,2,"[12.63, 12.64]","[4.15, 1.6399999999999997]"
23,101,10.975663007277662,10.972827186382139,-0.0028358208955232556,81.07,2,"[10.97, 10.98]","[35.16, 45.91]"
24,8,6.336605437178546,6.336884643644378,0.0002792064658319049,40.83,2,"[6.33, 6.34]","[13.86, 26.97]"
24,9,8.179661908339595,8.176821938392186,-0.0028399699474093154,13.309999999999999,2,"[8.17, 8.18]","[0.45, 12.86]"
24,13,8.97664090799324,8.976963768115942,0.0003228601227025507,41.41,2,"[8.97, 8.98]","[13.91, 27.499999999999996]"
25,3,6.125815545710833,6.13,0.004184454289166695,74.49,2,"[6.12, 6.13]","[31.17, 43.31999999999999]"
25,8,6.429107029765675,6.426611779607347,-0.0024952501583284104,15.79,2,"[6.420000000000001, 6.430000000000001]","[1.41, 14.379999999999999]"
25,24,5.036402402402402,5.060796921921922,0.024394519519519875,266.4,2,"[5.01, 5.09]","[178.48, 87.91999999999999]"
25,33,6.391370446735394,6.392353951890033,0.00098350515463963,145.5,2,"[6.38, 6.3999999999999995]","[62.78, 82.72]"
25,38,8.25537187398506,8.252422864566418,-0.002949009418642845,30.79,2,"[8.25, 8.26]","[14.25, 16.54]"
25,46,10.100574018126887,10.112235649546829,0.011661631419942253,3.31,2,"[10.1, 10.11]","[3.12, 0.18999999999999995]"
25,94,11.834062877871826,11.84223700120919,0.008174123337363781,8.27,2,"[11.83, 11.84]","[4.91, 3.3599999999999994]"
25,95,13.50413306451613,13.502227822580643,-0.0019052419354874672,9.92,2,"[13.5, 13.51]","[5.82, 4.1]"
25,101,11.845360859348775,11.842430345753607,-0.0029305135951673833,29.79,2,"[11.84, 11.85]","[13.82, 15.969999999999999]"
26,18,12.810801556420234,12.811805447470816,0.001003891050581629,25.7,2,"[12.809999999999999, 12.82]","[23.64, 2.0599999999999987]"
26,24,6.604295010845987,6.620796818510483,0.01650180766449605,138.3,2,"[6.59, 6.64]","[98.76, 39.54]"
26,33,7.945517566611648,7.9523508606460735,0.006833294034425563,42.41,2,"[7.9399999999999995, 7.949999999999999]","[19.01, 23.399999999999995]"
