origin,destination,SO_time,UE_time,diff,flow,SO_routes_num,SO_routes_time,SO_routes_flow
1,2,30.978962416831504,31.07,0.09103758316849664,55.61,2,"[30.810000000000002, 31.1]","[23.21, 32.4]"
1,3,53.843836486307715,53.9203558671782,0.07651938087048649,75.59,2,"[53.64, 53.94]","[24.23, 51.36]"
1,7,118.9554617414248,119.02000000000001,0.06453825857521167,7.58,3,"[118.86, 118.97, 119.01]","[2.62, 0.5099999999999998, 4.45]"
1,9,50.46162599601594,50.53999999999999,0.07837400398405237,40.16,2,"[50.260000000000005, 50.53]","[10.17, 29.989999999999995]"
1,10,43.13876880984951,43.19,0.051231190150488715,29.240000000000002,2,"[42.989999999999995, 43.19]","[7.49, 21.75]"
1,11,43.088599137931034,43.19,0.1014008620689637,69.6,2,"[42.75, 43.2]","[17.23, 52.36999999999999]"
1,12,98.74291262135922,98.80469255663432,0.06177993527509784,3.09,3,"[98.64, 98.75999999999999, 98.78999999999999]","[0.93, 0.19999999999999984, 1.96]"
1,13,88.95375347544024,89.07468952734015,0.12093605189991763,10.79,3,"[88.62, 88.70000000000002, 89.08000000000001]","[2.73, 0.2799999999999998, 7.779999999999999]"
1,14,30.915288940727386,31.069999999999997,0.15471105927261064,94.31,2,"[30.65, 31.11]","[39.92, 54.39]"
1,15,31.007069935691316,31.069999999999997,0.06293006430868076,24.88,2,"[30.93, 31.060000000000002]","[10.13, 14.749999999999998]"
1,17,106.7843752060666,106.85000000000001,0.06562479393340936,30.33,2,"[106.69, 106.85000000000001]","[12.44, 17.89]"
1,18,97.23853801169591,97.35000000000002,0.11146198830411436,10.26,3,"[97.10000000000001, 97.26, 97.32000000000001]","[3.63, 0.6200000000000001, 6.01]"
1,19,111.83730158730162,111.86468253968253,0.027380952380909207,1.2599999999999998,3,"[111.80000000000001, 111.84, 111.86000000000001]","[0.41, 0.2, 0.6499999999999999]"
1,20,111.81351437699682,111.86469648562301,0.05118210862619321,3.13,3,"[111.71000000000001, 111.83000000000001, 111.86000000000001]","[0.93, 0.19999999999999984, 2.0]"
1,21,78.88193092621664,79.02468602825746,0.1427551020408231,12.739999999999998,3,"[78.49, 78.58, 79.03]","[3.26, 0.28000000000000025, 9.2]"
1,22,98.60668404588114,98.80468717413973,0.19800312825859123,19.18,3,"[98.04, 98.17, 98.81]","[4.84, 0.27000000000000046, 14.07]"
1,23,78.65585742283194,79.02468887800099,0.3688314551690439,40.82,3,"[77.5, 77.77, 79.05]","[10.19, 0.23000000000000043, 30.4]"
1,24,78.61276997274061,79.0246886139652,0.4119186412245881,47.69,3,"[77.28, 77.6, 79.06]","[11.81, 0.20999999999999908, 35.669999999999995]"
1,25,98.75351437699683,98.804696485623,0.05118210862616479,3.13,3,"[98.65, 98.77000000000001, 98.80000000000001]","[0.93, 0.19999999999999984, 2.0]"
1,26,82.94368421052633,83.03469172932333,0.09100751879699942,6.6499999999999995,3,"[82.73, 82.78000000000002, 83.03000000000002]","[1.68, 0.28, 4.6899999999999995]"
1,27,82.9677938517179,83.03468354430382,0.06688969258591726,5.53,3,"[82.8, 82.98, 83.03000000000002]","[1.45, 0.20999999999999996, 3.87]"
1,28,82.94025039123632,83.03469483568077,0.09444444444444855,6.39,3,"[82.73, 82.78000000000002, 83.03000000000002]","[1.67, 0.29000000000000004, 4.43]"
1,29,101.01945945945947,101.1146918918919,0.09523243243242518,9.25,3,"[100.74000000000001, 100.80000000000001, 101.12]","[2.22, 0.27, 6.76]"
1,30,116.37415637860084,116.4546913580247,0.08053497942385945,7.289999999999999,3,"[116.15, 116.4, 116.46000000000001]","[1.98, 0.20000000000000018, 5.109999999999999]"
1,31,48.45799233182293,48.51000000000001,0.05200766817708313,28.689999999999998,2,"[48.370000000000005, 48.519999999999996]","[11.86, 16.83]"
1,33,93.00411027568923,93.06000000000002,0.05588972431078787,7.9799999999999995,2,"[92.98, 93.02000000000001]","[3.17, 4.81]"
1,34,98.6361131873999,98.80468766684466,0.16857447944475723,18.73,3,"[98.11000000000001, 98.68, 98.81]","[4.61, 0.22999999999999954, 13.89]"
1,35,86.70380952380955,86.75469841269842,0.05088888888886345,3.15,3,"[86.60000000000001, 86.72000000000001, 86.75000000000001]","[0.93, 0.19999999999999984, 2.02]"
1,36,116.39893617021278,116.45468085106383,0.05574468085104911,2.82,3,"[116.30000000000001, 116.42000000000002, 116.45000000000002]","[0.92, 0.20000000000000007, 1.6999999999999997]"
1,38,140.94214007782102,140.9946692607004,0.052529182879368364,2.57,3,"[140.85, 140.87, 140.99]","[0.63, 0.29000000000000004, 1.65]"
2,1,43.97250932338838,44.06589342806395,0.09338410467557168,56.309999999999995,3,"[43.839999999999996, 44.08, 44.29]","[35.44, 9.19, 11.68]"
2,3,97.59612883435585,97.98602965235175,0.38990081799589404,97.79999999999998,5,"[96.87, 97.28000000000002, 97.72000000000001, 98.07000000000002, 98.77000000000001]","[31.32, 20.689999999999998, 17.03, 9.41, 19.35]"
2,4,74.37173366834172,74.60567331855137,0.23393965020964913,67.66,4,"[74.05, 74.37, 74.62, 75.10000000000001]","[35.76, 11.77, 6.530000000000001, 13.599999999999998]"
2,5,35.6163435459568,35.75606060606061,0.13971706010380558,59.73,2,"[35.339999999999996, 35.76]","[20.43, 39.3]"
2,7,87.88049180327869,87.94999999999999,0.06950819672130137,9.76,2,"[87.78, 87.94]","[3.63, 6.13]"
2,9,86.7685022656809,86.91,0.14149773431910262,41.93,3,"[86.51, 94.58999999999999, 94.61]","[40.59, 0.75, 0.5899999999999963]"
2,11,79.0860444516025,79.56247987117553,0.47643541957302205,62.09,3,"[77.55, 87.5, 87.53]","[52.52, 4.52, 5.05]"
2,18,66.21488410596027,66.28,0.06511589403973517,12.08,2,"[66.09, 66.28]","[4.14, 7.94]"
2,24,85.23600431965444,85.38181032790105,0.14580600824660905,50.93,2,"[84.89000000000001, 94.68000000000002]","[49.13, 1.8]"
3,2,96.94071190674438,97.1821378018318,0.24142589508741708,96.08,4,"[96.33000000000001, 96.74000000000001, 97.20000000000002, 97.24000000000001]","[17.14, 23.409999999999997, 36.33, 19.2]"
3,5,71.34696790217806,71.73003056935421,0.3830626671761479,104.68,2,"[70.99, 71.81]","[59.11, 45.57]"
3,9,112.34288277858177,112.41000000000003,0.0671172214182576,34.55,2,"[112.17, 112.4]","[8.58, 25.97]"
3,10,104.98884859474161,105.06,0.07115140525839081,33.09,2,"[104.83000000000001, 105.04]","[8.06, 25.03]"
3,11,104.94533875718895,105.06000000000003,0.11466124281108137,71.29,2,"[104.60000000000001, 105.06000000000002]","[17.77, 53.52]"
3,12,160.61487179487182,160.67468864468867,0.059816849816854756,2.73,3,"[160.52, 160.54, 160.66000000000003]","[0.64, 0.28, 1.8099999999999998]"
3,13,150.83842157842156,150.94468531468536,0.10626373626379859,10.01,3,"[150.54, 150.86, 150.94]","[2.5, 0.20999999999999996, 7.3]"
3,14,96.92946857381502,97.18213823345168,0.2526696596366662,95.78,4,"[96.32000000000002, 96.73000000000002, 97.19000000000003, 97.23000000000002]","[17.17, 23.43, 36.13, 19.049999999999997]"
3,15,97.1040305676856,97.18213973799128,0.07810917030568021,22.9,4,"[96.94000000000001, 97.05000000000001, 97.18, 97.23]","[5.74, 3.7200000000000006, 11.009999999999998, 2.429999999999998]"
3,21,140.72347382732835,140.8946906866078,0.17121685927943986,14.71,3,"[140.28, 140.38, 140.89000000000001]","[3.79, 0.2699999999999996, 10.65]"
3,22,160.4845228215768,160.67468879668053,0.19016597510372435,16.869999999999997,3,"[159.98, 160.1, 160.67000000000002]","[4.32, 0.2599999999999998, 12.29]"
3,23,140.58803034560273,140.89468670974995,0.30665636414721575,35.589999999999996,3,"[139.59, 140.68, 140.92000000000002]","[8.84, 0.2400000000000002, 26.509999999999998]"
3,24,140.4156512059369,140.89468831168836,0.47903710575144487,53.9,3,"[138.92000000000002, 139.28000000000003, 140.92000000000002]","[13.42, 0.21000000000000085, 40.269999999999996]"
3,25,160.61051546391752,160.67467353951895,0.06415807560142639,2.91,3,"[160.51000000000002, 160.63000000000002, 160.66000000000003]","[0.92, 0.20000000000000007, 1.79]"
3,26,144.8369055944056,144.90468531468534,0.06777972027973078,5.72,3,"[144.66, 144.85000000000002, 144.9]","[1.46, 0.20999999999999996, 4.05]"
3,27,144.8233009708738,144.90467961165052,0.08137864077673385,5.15,3,"[144.66, 144.84000000000003, 144.89000000000001]","[1.45, 0.19999999999999996, 3.5]"
3,28,144.79593080724877,144.90469522240528,0.10876441515651436,6.07,3,"[144.59, 144.64, 144.89000000000001]","[1.67, 0.28, 4.12]"
3,29,162.87383490073145,162.98469174503663,0.11085684430517517,9.57,3,"[162.58, 162.90000000000003, 162.98000000000002]","[2.5, 0.20000000000000018, 6.87]"
3,30,178.24211627906976,178.32469767441862,0.08258139534885345,4.3,3,"[178.1, 178.12999999999997, 178.31]","[1.15, 0.28, 2.87]"
3,34,160.4831923076923,160.67468750000003,0.19149519230774104,20.8,3,"[159.89000000000001, 160.53, 160.68]","[5.14, 0.22000000000000064, 15.44]"
3,35,148.5598765432099,148.6246913580247,0.06481481481480955,2.43,3,"[148.47, 148.48999999999998, 148.61]","[0.63, 0.28, 1.52]"
3,36,178.25924999999998,178.32470833333332,0.06545833333333917,2.4,3,"[178.17, 178.18999999999997, 178.31]","[0.63, 0.28, 1.49]"
4,2,64.5308318452381,64.71213807469127,0.18130622945317043,67.2,4,"[64.08, 64.38999999999999, 64.72, 64.75]","[12.38, 15.699999999999998, 26.050000000000004, 13.07]"
4,5,38.98685121107267,39.260033217993076,0.2731820069204076,72.25,2,"[38.71, 39.34]","[40.5, 31.75]"
4,9,79.86890858445175,79.94,0.07109141554825271,39.49,2,"[79.67999999999999, 79.92999999999999]","[9.65, 29.84]"
4,10,72.52927291173486,72.59000000000002,0.060727088265153384,29.57,2,"[72.38, 72.58]","[7.5, 22.07]"
4,11,72.4571175726928,72.59000000000002,0.13288242730722288,79.1,2,"[72.07999999999998, 72.57999999999998]","[19.44, 59.66]"
4,12,128.1416,128.2047,0.0630999999999915,3.0,3,"[128.04, 128.16, 128.19]","[0.93, 0.19000000000000006, 1.88]"
4,13,118.35041994750657,118.4746894138233,0.12426946631673275,11.43,3,"[118.01, 118.09, 118.47]","[2.74, 0.2799999999999998, 8.41]"
4,14,64.44196098467253,64.71213748258245,0.27017649790991527,107.65,4,"[63.769999999999996, 64.22999999999999, 64.72999999999999, 64.75]","[18.7, 27.000000000000004, 39.72, 22.23]"
4,15,64.62622561191912,64.71213905640299,0.08591344448386451,28.189999999999998,4,"[64.44000000000001, 64.56, 64.71, 64.76]","[6.48, 5.32, 12.669999999999998, 3.719999999999999]"
4,21,108.27964285714285,108.42468750000002,0.14504464285717233,13.439999999999998,3,"[107.88, 107.97, 108.41999999999999]","[3.26, 0.28000000000000025, 9.899999999999999]"
4,22,127.99411951348493,128.2046853516658,0.2105658381808695,18.91,3,"[127.43, 127.56, 128.2]","[4.84, 0.2599999999999998, 13.81]"
4,23,108.04461961503209,108.42468835930339,0.38006874427129844,43.63999999999999,3,"[106.83000000000001, 107.11000000000001, 108.45]","[10.73, 0.23000000000000043, 32.67999999999999]"
4,24,107.97497193729437,108.42468743952003,0.4497155022256578,51.67,3,"[106.54, 106.88000000000001, 108.46000000000001]","[12.88, 0.20999999999999908, 38.58]"
4,25,128.14509259259256,128.2046913580247,0.05959876543212772,3.2399999999999998,3,"[128.04, 128.16, 128.19]","[0.93, 0.19999999999999984, 2.11]"
4,26,112.3442739726027,112.43468493150687,0.09041095890415818,7.300000000000001,3,"[112.11999999999999, 112.36999999999999, 112.42999999999999]","[1.98, 0.20000000000000018, 5.12]"
4,27,112.32907643312102,112.43468152866242,0.10560509554140651,6.28,3,"[112.12, 112.17, 112.42]","[1.67, 0.28, 4.33]"
4,28,112.3381560283688,112.43468085106385,0.09652482269504503,7.049999999999999,3,"[112.12, 112.17, 112.42]","[1.69, 0.28, 5.079999999999999]"
4,29,130.40967637540453,130.51469255663432,0.10501618122978584,9.27,3,"[130.13, 130.19, 130.51]","[2.22, 0.27, 6.779999999999999]"
