OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
1	2	55.61
1	183	55.60999999999976	0.0
183	323	55.60999999999976	10.917527811801195
187	2	38.88160984788925	0.0
190	187	38.88160984788925	8.477032000251425
190	243	16.728390152110503	8.476574463671282
243	2	16.728390152110503	0.0
323	190	55.60999999999976	11.670459985443077

1	3	75.59
1	183	75.58999999999983	0.0
4	67	36.452023739168844	0.0
64	199	36.452023739168844	6.013272400563535
67	64	36.452023739168844	1.0022120667605892
183	306	75.58999999999983	18.32207317214341
195	202	39.13797626083121	4.987363221651999
196	195	39.13797626083121	17.812010589853756
197	198	36.452023739168844	2.0044241335211783
198	319	36.452023739168844	2.0044241335211783
199	201	36.452023739168844	7.015484467324124
200	3	39.13797626083121	0.0
201	197	36.452023739168844	2.0044241335211783
202	200	39.13797626083121	4.631122304499319
302	196	39.13797626083121	7.481419758579301
302	305	36.452023739168844	2.7944658991299476
303	304	36.452023739168844	5.588930750335313
304	4	36.452023739168844	0.0
305	303	36.452023739168844	3.143773743549473
306	302	75.58999999999983	0.6970850176707226
318	3	36.452023739168844	0.0
319	318	36.452023739168844	3.340706555131275

1	4	67.54
1	183	67.5399999999999	0.0
183	306	67.5399999999999	18.32207317214341
302	305	67.5399999999999	2.7944658991299476
303	304	67.5399999999999	5.588930750335313
304	4	67.5399999999999	0.0
305	303	67.5399999999999	3.143773743549473
306	302	67.5399999999999	0.6970850176707226

1	5	74.33
1	183	74.32999999999973	0.0
181	5	74.32999999999973	0.0
182	181	0.03291587464830161	9.631222612603132
183	306	74.29708412535147	18.32207317214341
183	323	0.03291587464830161	10.917527811801195
190	182	0.03291587464830161	11.724965730291276
306	322	74.29708412535147	7.910191765479618
322	181	74.29708412535147	16.179938437569145
323	190	0.03291587464830161	11.670459985443077

1	6	3.48
1	183	3.4800000000000066	0.0
2	187	1.046011657407654	0.0
11	295	0.0013895096553302785	0.0
14	122	3.478462261756864	0.0
16	100	0.0015377382431372587	0.0
21	131	0.0013895096553302785	0.0
24	97	0.0015377382431372587	0.0
31	141	3.478462261756864	0.0
32	159	3.4800000000000066	0.0
37	162	0.00046138633448833806	0.0
37	292	0.0010763519086489266	0.0
42	100	3.478462261756864	5.34372170269108
74	86	0.0015377382431372587	1.682937824769976
79	74	0.0015377382431372587	1.1160782638199036
86	101	0.0015377382431372587	4.375637132686946
88	138	0.00014822858780697874	2.046096985695531
97	107	0.0015377382431372587	4.006738759138089
100	32	3.4800000000000066	0.0
101	106	0.0015377382431372587	1.914350853193565
106	16	0.0015377382431372587	0.0
107	79	0.0015377382431372587	12.453737075962842
110	31	3.478462261756864	0.0
122	110	3.478462261756864	17.437684878238493
131	24	0.0015377382431372587	0.0
138	131	0.00014822858780697874	4.433209794657485
141	154	3.478462261756864	15.16707427799405
154	42	3.478462261756864	27.342300605988147
159	333	3.4800000000000066	10.1072130861773
161	37	0.0015377382431372587	0.0
162	163	0.00046138633448833806	20.80867765781763
163	164	0.00014822858780697874	1.334768201257088
163	236	0.0013895096553302785	3.6359982365321715
164	214	0.00014822858780697874	7.001948660240705
183	185	0.0015377382431372587	2.517584491167076
183	323	3.478462261756864	10.917527811801195
185	161	0.0015377382431372587	16.221568885905366
187	14	3.478462261756864	0.0
190	187	2.432450604349195	8.477032000251425
190	243	1.046011657407654	8.476574463671282
214	215	0.00014822858780697874	1.012441002386799
215	216	0.00014822858780697874	2.7759794469882992
216	222	0.00014822858780697874	10.409921624965918
221	88	0.00014822858780697874	7.087087016707592
222	221	0.00014822858780697874	3.374803003808996
236	11	0.0013895096553302785	0.0
238	21	0.0013895096553302785	0.0
243	2	1.046011657407654	0.0
292	163	0.0010763519086489266	20.81028225949657
295	238	0.0013895096553302785	35.84173102323283
323	190	3.478462261756864	11.670459985443077
333	6	3.4800000000000066	0.0

1	7	7.58
1	183	7.580000000000024	0.0
2	187	2.2801869691242125	0.0
14	122	7.580000000000024	0.0
18	230	4.920531045693925	0.0
31	141	7.580000000000024	0.0
33	273	4.920531045693925	0.0
39	33	4.920531045693925	0.0
41	39	4.920531045693925	1.025381516841865
42	41	4.920531045693925	1.0142442973616796
46	51	7.580000000000024	0.6670534632949655
49	18	4.920531045693925	0.0
51	274	7.580000000000024	4.000391716696787
110	31	7.580000000000024	0.0
122	110	7.580000000000024	17.437684878238493
141	154	7.580000000000024	15.16707427799405
154	42	4.920531045693925	27.342300605988147
154	155	2.659468954306075	1.000006128350329
155	210	2.659468954306075	3.000018385050987
183	323	7.580000000000024	10.917527811801195
187	14	7.580000000000024	0.0
190	187	5.299813030875784	8.477032000251425
190	243	2.2801869691242125	8.476574463671282
206	230	2.659468954306075	5.337991105077599
210	206	2.659468954306075	24.333482123189295
230	46	7.580000000000024	4.66937224190537
243	2	2.2801869691242125	0.0
273	49	4.920531045693925	4.289371528210273
274	278	7.580000000000024	12.334540793115783
278	7	7.580000000000024	0.0
323	190	7.580000000000024	11.670459985443077

1	8	6.57
1	183	6.570000000000002	0.0
2	187	1.9760827387050977	0.0
11	295	0.00046736456680545116	0.0
14	122	6.569252790082051	0.0
19	350	0.0007472099179237961	0.0
20	144	0.0007472099179237961	0.0
