Total Travel Time:	7480157.848794068
Cost function used:	BPRcostFunction
User equilibrium (UE) or system optimal (SO):	UE

init_node	term_node	flow	travelTime
1	2	4494.2682293036	6.000815954515852
1	3	8118.799447902126	4.008689549268728
2	1	4518.892873890755	6.000833984884823
2	6	5967.084402295944	6.573332467116016
3	1	8094.174803315002	4.008584604921151
3	4	14008.545486446888	4.269569168041656
3	12	10024.440627165053	4.02019624301017
4	3	14032.29346695859	4.271401769588744
4	5	18008.241688974234	2.31550518265088
4	11	5201.834382096669	7.134900485118468
5	4	18032.29429838559	2.317194173803625
5	6	8798.446414078304	9.998712537883563
5	9	15781.477274408555	9.65213040943685
6	2	5991.709046883076	6.599464650233715
6	5	8806.238475511305	10.01999105222746
6	8	12492.827365652856	14.69055681370575
7	8	12101.855341262068	5.5524355849169345
7	18	15795.338624076883	2.0622466184894646
8	6	12525.244071672916	14.82278950100674
8	7	12040.957109586967	5.5014452349118255
8	9	6882.877880812048	15.17534802183587
8	16	8388.680314973164	10.729384058730673
9	5	15797.737822386865	9.671333474537267
9	8	6836.755967919833	15.038016861427202
9	10	21744.06618249221	5.682528167357187
10	9	21814.204817578266	5.717307527206621
10	11	17727.627742250912	12.407365209242563
10	15	23125.668914171627	13.722198810238861
10	16	11046.6329117106	20.08212541942727
10	17	8100.030519183393	16.308142363250084
11	4	5301.529753197114	7.224437186058125
11	10	17603.938791485485	12.202788505527945
11	12	8365.734297086157	13.591856068117707
11	14	9777.311478192158	13.696012961550519
12	3	9976.068002066158	4.019809230220128
12	11	8405.102497499549	13.735773651041768
12	13	12290.299609641332	3.022816544929932
13	12	12381.295184955867	3.0234998078586184
13	24	11121.125749363893	17.659866807310785
14	11	9813.949698113758	13.84216620427041
14	15	9036.966130370149	12.236363203507086
14	23	8399.992948633071	9.078270820402953
15	10	23193.140956769366	13.81271592942508
15	14	9079.245920122094	12.372738941382519
15	19	19083.602232432615	4.326298942467711
15	22	18408.79396016397	9.086634416229927
16	8	8406.32070221042	10.777729113893244
16	10	11073.003513915186	20.23624164973188
16	17	11693.745795626583	9.498233619671424
16	18	15280.792170896086	3.163570405836209
17	10	8100.0154602325765	16.30808057999728
17	16	11682.515514258443	9.469470878402415
17	19	9952.804388015455	7.436152591807168
18	7	15856.236855751933	2.063212140749685
18	16	15336.033441706028	3.165948542538862
18	20	18979.19445045734	4.2595022318558895
19	15	19116.52396172388	4.3354748147351305
19	17	9941.55904769654	7.411625692211327
19	20	8687.93725640328	9.457983422767828
20	18	18995.33395294236	4.260386059109426
20	19	8709.613645375628	9.512658256453527
20	21	6302.58632319803	8.166435423172546
20	22	7000.642335705483	7.714125988970439
21	20	6240.502931436939	8.082326871498672
21	22	8619.510357189392	4.213475687147862
21	24	10308.41251256392	11.920603755885683
22	15	18385.624063222433	9.056048889610778
22	20	7000.54161892393	7.713969802082343
22	21	8606.698609639996	4.200344858821101
22	23	9661.836788982715	12.36584898856486
23	14	8394.351378802645	9.06464196598214
23	22	9625.754427710222	12.241577446694695
23	24	7903.150973143623	3.7594529394072103
24	13	11112.121324678445	17.615680654809005
24	21	10259.140868352193	11.751269609664659
24	23	7861.427042040786	3.7225906878695696
