origin,destination,naive,gcd,inequity
1,2,0,0,
1,3,0,0,
1,7,0,0,
1,21,0,0,
1,22,0,0,
1,29,0,0,
1,30,0,0,
1,31,0,0,
1,32,0,0,
1,33,0,0,
1,36,0,0,
1,37,0,0,
1,38,0,0,
1,39,0,0,
1,40,0,0,
1,42,0,0,
1,48,0,0,
1,49,0,0,
1,50,0,0,
1,51,0,0,
1,52,0,0,
1,53,0,0,
1,54,0,0,
1,59,0,0,
1,60,0,0,
1,61,0,0,
1,62,0,0,
1,63,0,0,
1,64,0,0,
1,65,0,0,
1,66,0,0,
1,67,0,0,
1,69,0,0,
2,1,0,0,
2,3,0,0,
2,6,0,0,
2,10,0,0,
2,13,0,0,
2,14,0,0,
2,16,0,0,
2,17,0,0,
2,18,0,0,
3,1,0,0,
3,2,0,0,
3,12,0,0,
6,1,0,0,
6,2,0,0,
6,3,0,0,
6,10,0,0,
6,13,0,0,
6,14,0,0,
6,16,0,0,
6,17,0,0,
6,18,0,0,
6,21,0,0,
6,22,0,0,
6,29,0,0,
6,37,0,0,
6,38,0,0,
6,39,0,0,
6,40,0,0,
6,42,0,0,
6,48,0,0,
6,49,0,0,
6,50,0,0,
6,51,0,0,
6,52,0,0,
6,53,0,0,
7,1,0,0,
10,1,0,0,
10,2,0,0,
10,3,0,0,
10,6,0,0,
10,13,0,0,
10,14,0,0,
10,22,0,0,
10,29,0,0,
10,37,0,0,
10,38,0,0,
10,39,0,0,
10,40,0,0,
10,42,0,0,
10,48,0,0,
10,49,0,0,
10,50,0,0,
10,51,0,0,
10,52,0,0,
10,53,0,0,
12,1,0,0,
12,3,0,0,
12,55,0,0,
12,56,0,0,
13,3,0,0,
13,20,0,0,
13,21,0,0,
13,22,0,0,
13,29,0,0,
13,30,0,0,
13,31,0,0,
13,32,0,0,
13,33,0,0,
13,37,0,0,
13,38,0,0,
13,39,0,0,
13,40,0,0,
13,42,0,0,
13,48,0,0,
13,49,0,0,
13,50,0,0,
13,51,0,0,
13,52,0,0,
13,53,0,0,
13,54,0,0,
13,59,0,0,
13,60,0,0,
13,61,0,0,
13,62,0,0,
13,63,0,0,
13,64,0,0,
13,65,0,0,
13,66,0,0,
13,67,0,0,
13,69,0,0,
14,3,0,0,
14,20,0,0,
14,21,0,0,
14,22,0,0,
14,29,0,0,
14,30,0,0,
14,31,0,0,
14,32,0,0,
14,33,0,0,
14,37,0,0,
14,38,0,0,
14,39,0,0,
14,40,0,0,
14,42,0,0,
14,48,0,0,
14,49,0,0,
14,50,0,0,
14,51,0,0,
14,52,0,0,
14,53,0,0,
14,54,0,0,
14,59,0,0,
14,60,0,0,
14,61,0,0,
14,62,0,0,
14,63,0,0,
14,64,0,0,
14,65,0,0,
14,66,0,0,
14,67,0,0,
14,69,0,0,
16,10,0,0,
16,20,0,0,
16,21,0,0,
17,10,0,0,
17,20,0,0,
17,21,0,0,
18,10,0,0,
18,20,0,0,
18,21,0,0,
20,1,0,0,
20,3,0,0,
20,6,0,0,
20,13,0,0,
20,14,0,0,
20,16,0,0,
20,17,0,0,
20,18,0,0,
20,21,45,45,"[0.0011820246913580251, 0.0015992098765432105, 0.0012515555555555563, 0.0001390617283950618, 0.0011061728395061734, 0.0015928888888888893, 0.001314765432098766, 0.0002718024691358026, 0.0010240000000000004, 0.0015802469135802481, 0.0013716543209876546, 0.00039822222222222234, 0.0009355061728395067, 0.0015612839506172847, 0.001422222222222223, 0.0005183209876543211, 0.0008406913580246919, 0.001536000000000001, 0.0014664691358024695, 0.000632098765432099, 0.0007395555555555557, 0.0015043950617283958, 0.0015043950617283953, 0.0007395555555555558, 0.0006320987654320992, 0.0014664691358024695, 0.0015360000000000003, 0.000840691358024692, 0.0005183209876543211, 0.0014222222222222225, 0.0015612839506172842, 0.0009355061728395062, 0.0003982222222222223, 0.0013716543209876548, 0.0015802469135802475, 0.0010240000000000006, 0.0002718024691358027, 0.001314765432098766, 0.0015928888888888898, 0.0011061728395061737, 0.0001390617283950618, 0.001251555555555556, 0.0015992098765432107, 0.0011820246913580254, 3.993608332681372e-30]"
20,22,0,0,
20,29,0,0,
20,37,23,23,"[0.0012340264650283572, 0.0015969754253308158, 0.001088846880907374, 0.00026616257088846933, 0.0013550094517958433, 0.0015727788279773186, 0.0009194706994328937, 0.0005081285444234413, 0.0014517958412098326, 0.001524385633270324, 0.0007258979206049164, 0.0007258979206049164, 0.0015243856332703243, 0.0014517958412098328, 0.0005081285444234415, 0.000919470699432894, 0.0015727788279773184, 0.0013550094517958441, 0.0002661625708884692, 0.0010888468809073745, 0.0015969754253308158, 0.0012340264650283574, 2.7733391199176196e-30]"
20,38,23,23,"[0.0012340264650283574, 0.0015969754253308158, 0.0010888468809073745, 0.0002661625708884693, 0.001355009451795844, 0.0015727788279773186, 0.0009194706994328942, 0.0005081285444234414, 0.0014517958412098326, 0.001524385633270324, 0.000725897920604916, 0.0007258979206049164, 0.001524385633270324, 0.0014517958412098326, 0.0005081285444234413, 0.0009194706994328937, 0.0015727788279773188, 0.001355009451795844, 0.0002661625708884692, 0.001088846880907374, 0.001596975425330816, 0.0012340264650283579, 1.1845239529959255e-29]"
20,39,0,0,
20,40,0,0,
20,48,0,0,
20,49,0,0,
20,50,0,0,
20,51,0,0,
20,52,0,0,
20,53,0,0,
20,54,0,0,
20,59,0,0,
20,60,0,0,
20,61,0,0,
20,62,0,0,
20,63,0,0,
20,64,8,8,"[0.0008437500000000016, 0.0006750000000000012, 0.0003937500000000007, 0.0009000000000000016, 0.0003937500000000007, 0.0006750000000000011, 0.0008437500000000014, 1.9721522630525295e-31]"
20,65,8,8,"[0.0008437500000000016, 0.0006750000000000013, 0.0003937500000000007, 0.0009000000000000016, 0.00039375000000000065, 0.0006750000000000012, 0.0008437500000000014, 1.9721522630525295e-31]"
20,66,8,8,"[0.0008437500000000016, 0.0006750000000000012, 0.0003937500000000007, 0.0009000000000000016, 0.0003937500000000007, 0.0006750000000000011, 0.0008437500000000014, 1.9721522630525295e-31]"
20,67,0,0,
20,69,0,0,
21,1,0,0,
21,2,0,0,
21,3,0,0,
21,6,0,0,
21,10,0,0,
21,13,0,0,
21,14,0,0,
21,16,0,0,
21,17,0,0,
21,18,0,0,
21,20,0,0,
21,22,0,0,
21,29,0,0,
21,30,0,0,
21,31,0,0,
21,32,0,0,
21,33,0,0,
21,37,0,0,
21,38,0,0,
21,39,0,0,
21,40,0,0,
21,48,0,0,
21,49,0,0,
21,50,0,0,
21,51,0,0,
21,52,0,0,
21,53,0,0,
21,54,0,0,
21,59,0,0,
21,60,0,0,
21,61,0,0,
21,62,0,0,
21,63,0,0,
21,64,0,0,
21,65,0,0,
21,66,0,0,
21,67,0,0,
21,69,0,0,
22,1,0,0,
22,2,0,0,
22,3,0,0,
22,6,0,0,
22,10,0,0,
22,13,0,0,
22,14,0,0,
22,20,0,0,
22,21,0,0,
22,29,0,0,
22,30,0,0,
22,31,0,0,
22,32,0,0,
22,33,0,0,
22,37,0,0,
22,38,0,0,
22,39,0,0,
22,40,0,0,
22,42,0,0,
22,48,0,0,
22,49,0,0,
22,50,0,0,
22,51,0,0,
22,52,0,0,
22,53,0,0,
22,54,0,0,
22,59,0,0,
22,60,0,0,
22,61,0,0,
22,62,0,0,
22,63,0,0,
22,64,0,0,
22,65,0,0,
22,66,0,0,
22,67,0,0,
22,69,0,0,
23,42,0,0,
23,48,0,0,
23,52,0,0,
23,53,0,0,
23,54,0,0,
23,57,0,0,
23,59,0,0,
23,60,0,0,
23,61,0,0,
23,62,0,0,
23,63,0,0,
23,64,42,14,"[0.0008265306122448993, 0.0007346938775510218, 0.00023877551020408204, 0.000881632653061226, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000015, 0.00044081632653061317, 0.0006061224489795928, 0.0008816326530612262, 0.00023877551020408212, 0.0007346938775510218, 0.0008265306122448995, 0.00017142857142857172, 0.0008265306122448995, 0.0007346938775510217, 0.00023877551020408207, 0.0008816326530612262, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000015, 0.00044081632653061284, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510218, 0.0008265306122448993, 0.00017142857142857172, 0.0008265306122448992, 0.0007346938775510217, 0.00023877551020408207, 0.000881632653061226, 0.0006061224489795929, 0.0004408163265306131, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795928, 0.0008816326530612262, 0.000238775510204082, 0.0007346938775510218, 0.0008265306122448992, 1.597443333072549e-29]"
23,65,42,14,"[0.0008265306122448995, 0.0007346938775510218, 0.00023877551020408204, 0.0008816326530612259, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000015, 0.000440816326530613, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408207, 0.0007346938775510218, 0.0008265306122448993, 4.930380657631324e-32, 0.0008265306122448993, 0.0007346938775510218, 0.00023877551020408204, 0.000881632653061226, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795928, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510217, 0.0008265306122448995, 1.9721522630525295e-31, 0.0008265306122448995, 0.0007346938775510218, 0.00023877551020408204, 0.0008816326530612262, 0.0006061224489795929, 0.000440816326530613, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510218, 0.0008265306122448993, 4.437342591868191e-31]"
23,66,42,14,"[0.0008265306122448995, 0.0007346938775510218, 0.00023877551020408204, 0.0008816326530612259, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000015, 0.000440816326530613, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408207, 0.0007346938775510218, 0.0008265306122448993, 4.930380657631324e-32, 0.0008265306122448993, 0.0007346938775510218, 0.00023877551020408204, 0.000881632653061226, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795928, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510217, 0.0008265306122448995, 1.9721522630525295e-31, 0.0008265306122448995, 0.0007346938775510218, 0.00023877551020408204, 0.0008816326530612262, 0.0006061224489795929, 0.000440816326530613, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510218, 0.0008265306122448993, 4.437342591868191e-31]"
23,67,0,0,
24,42,0,0,
24,48,0,0,
24,52,0,0,
24,53,0,0,
24,54,0,0,
24,57,0,0,
24,59,0,0,
24,60,0,0,
24,61,0,0,
24,62,0,0,
24,63,0,0,
24,64,42,14,"[0.0008265306122448966, 0.000734693877551019, 0.0002387755102040812, 0.0008816326530612228, 0.0006061224489795905, 0.0004408163265306114, 0.0008999999999999982, 0.0004408163265306112, 0.0006061224489795908, 0.0008816326530612229, 0.0002387755102040812, 0.0007346938775510189, 0.0008265306122448966, 0.0001714285714285711, 0.0008265306122448963, 0.000734693877551019, 0.0002387755102040812, 0.0008816326530612229, 0.0006061224489795907, 0.0004408163265306114, 0.0008999999999999982, 0.0004408163265306114, 0.0006061224489795907, 0.0008816326530612228, 0.0002387755102040811, 0.000734693877551019, 0.0008265306122448964, 0.0001714285714285711, 0.0008265306122448963, 0.000734693877551019, 0.00023877551020408118, 0.0008816326530612228, 0.0006061224489795907, 0.00044081632653061127, 0.0008999999999999982, 0.00044081632653061143, 0.0006061224489795908, 0.0008816326530612228, 0.00023877551020408118, 0.000734693877551019, 0.0008265306122448964, 5.4357446750385345e-30]"
24,65,42,14,"[0.0008265306122448963, 0.000734693877551019, 0.00023877551020408118, 0.0008816326530612228, 0.0006061224489795907, 0.00044081632653061143, 0.0008999999999999983, 0.0004408163265306114, 0.0006061224489795908, 0.0008816326530612228, 0.00023877551020408118, 0.0007346938775510191, 0.0008265306122448964, 6.039716305598372e-31, 0.0008265306122448964, 0.000734693877551019, 0.0002387755102040812, 0.0008816326530612228, 0.0006061224489795905, 0.0004408163265306114, 0.0008999999999999983, 0.0004408163265306114, 0.0006061224489795908, 0.0008816326530612228, 0.00023877551020408126, 0.000734693877551019, 0.0008265306122448964, 2.4158865222393487e-30, 0.0008265306122448964, 0.000734693877551019, 0.00023877551020408118, 0.0008816326530612229, 0.0006061224489795908, 0.0004408163265306114, 0.0008999999999999983, 0.0004408163265306114, 0.0006061224489795908, 0.0008816326530612228, 0.00023877551020408118, 0.000734693877551019, 0.0008265306122448963, 5.4357446750385345e-30]"
24,66,42,14,"[0.0008265306122448963, 0.000734693877551019, 0.00023877551020408118, 0.0008816326530612228, 0.0006061224489795907, 0.00044081632653061143, 0.0008999999999999983, 0.0004408163265306114, 0.0006061224489795908, 0.0008816326530612228, 0.00023877551020408118, 0.0007346938775510191, 0.0008265306122448964, 6.039716305598372e-31, 0.0008265306122448964, 0.000734693877551019, 0.0002387755102040812, 0.0008816326530612228, 0.0006061224489795905, 0.0004408163265306114, 0.0008999999999999983, 0.0004408163265306114, 0.0006061224489795908, 0.0008816326530612228, 0.00023877551020408126, 0.000734693877551019, 0.0008265306122448964, 2.4158865222393487e-30, 0.0008265306122448964, 0.000734693877551019, 0.00023877551020408118, 0.0008816326530612229, 0.0006061224489795908, 0.0004408163265306114, 0.0008999999999999983, 0.0004408163265306114, 0.0006061224489795908, 0.0008816326530612228, 0.00023877551020408118, 0.000734693877551019, 0.0008265306122448963, 5.4357446750385345e-30]"
24,67,0,0,
25,42,0,0,
25,48,0,0,
25,52,0,0,
25,53,0,0,
25,54,0,0,
25,57,0,0,
25,59,0,0,
25,60,0,0,
25,61,0,0,
25,62,0,0,
25,63,0,0,
25,64,42,14,"[0.0008265306122448995, 0.0007346938775510218, 0.00023877551020408204, 0.0008816326530612259, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000015, 0.000440816326530613, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408207, 0.0007346938775510218, 0.0008265306122448993, 4.930380657631324e-32, 0.0008265306122448993, 0.0007346938775510218, 0.00023877551020408204, 0.000881632653061226, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795928, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510217, 0.0008265306122448995, 1.9721522630525295e-31, 0.0008265306122448995, 0.0007346938775510218, 0.00023877551020408204, 0.0008816326530612262, 0.0006061224489795929, 0.000440816326530613, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510218, 0.0008265306122448993, 4.437342591868191e-31]"
25,65,42,14,"[0.0008265306122448995, 0.0007346938775510218, 0.00023877551020408204, 0.0008816326530612259, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000015, 0.000440816326530613, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408207, 0.0007346938775510218, 0.0008265306122448993, 4.930380657631324e-32, 0.0008265306122448993, 0.0007346938775510218, 0.00023877551020408204, 0.000881632653061226, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795928, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510217, 0.0008265306122448995, 1.9721522630525295e-31, 0.0008265306122448995, 0.0007346938775510218, 0.00023877551020408204, 0.0008816326530612262, 0.0006061224489795929, 0.000440816326530613, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510218, 0.0008265306122448993, 4.437342591868191e-31]"
25,66,42,14,"[0.0008265306122448993, 0.0007346938775510218, 0.00023877551020408204, 0.000881632653061226, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000015, 0.00044081632653061317, 0.0006061224489795928, 0.0008816326530612262, 0.00023877551020408212, 0.0007346938775510218, 0.0008265306122448995, 0.00017142857142857172, 0.0008265306122448995, 0.0007346938775510217, 0.00023877551020408207, 0.0008816326530612262, 0.0006061224489795928, 0.000440816326530613, 0.0009000000000000015, 0.00044081632653061284, 0.0006061224489795929, 0.000881632653061226, 0.00023877551020408204, 0.0007346938775510218, 0.0008265306122448993, 0.00017142857142857172, 0.0008265306122448992, 0.0007346938775510217, 0.00023877551020408207, 0.000881632653061226, 0.0006061224489795929, 0.0004408163265306131, 0.0009000000000000017, 0.000440816326530613, 0.0006061224489795928, 0.0008816326530612262, 0.000238775510204082, 0.0007346938775510218, 0.0008265306122448992, 1.597443333072549e-29]"
25,67,0,0,
26,42,0,0,
26,48,0,0,
26,52,0,0,
26,53,0,0,
26,54,0,0,
26,57,0,0,
26,59,143,143,"[0.000905765563108219, 0.0012244608538314818, 0.0009560858721697868, 0.00010064061812313543, 0.0008511320846985171, 0.0012201476844833474, 0.0010020930118832204, 0.0001969680668981365, 0.0007921854369406806, 0.0012115213457870783, 0.0010437869822485194, 0.00028898234632500325, 0.0007289256198347097, 0.0011985818377426751, 0.0010811677832656841, 0.00037668345640373555, 0.0006613526333806045, 0.0011813291603501377, 0.0011142354149347143, 0.0004600713971343335, 0.000589466477578365, 0.001159763313609466, 0.0011429898772556098, 0.0005391461685167971, 0.0005132671524279908, 0.0011338842975206595, 0.0011674311702283716, 0.0006139077705511262, 0.0004327546579294824, 0.0011036921120837191, 0.0011875592938529983, 0.0006843562032373212, 0.0003479289940828397, 0.001069186757298644, 0.0012033742481294912, 0.0007504914665753817, 0.0002587901608880627, 0.0010303682331654343, 0.0012148760330578496, 0.0008123135605653077, 0.0001653381583451511, 0.0009872365396840904, 0.0012220646486380735, 0.0008698224852070997, 6.757298645410523e-05, 0.000939791676854613, 0.0012249400948701633, 0.0009230182405007564, 3.402611374639342e-05, 0.0008880336446770004, 0.001223502371754118, 0.0009719008264462796, 0.0001332290087534841, 0.0008319624431512535, 0.0012177514792899387, 0.0010164702430436683, 0.00022811873441244045, 0.000771578072277372, 0.0012076874174776256, 0.0010567264902929224, 0.0003186952907232622, 0.0007068805320553563, 0.0011933101863171776, 0.001092669568194042, 0.00040495867768594986, 0.0006378698224852061, 0.0011746197858085955, 0.001124299476747028, 0.0004869088953005029, 0.0005645459435669216, 0.001151616215951879, 0.0011516162159518786, 0.0005645459435669218, 0.0004869088953005031, 0.0011242994767470273, 0.0011746197858085953, 0.0006378698224852064, 0.00040495867768594986, 0.0010926695681940423, 0.0011933101863171776, 0.0007068805320553563, 0.0003186952907232622, 0.0010567264902929224, 0.0012076874174776254, 0.000771578072277372, 0.0002281187344124404, 0.001016470243043668, 0.001217751479289939, 0.0008319624431512532, 0.00013322900875348406, 0.0009719008264462796, 0.0012235023717541182, 0.0008880336446770002, 3.402611374639342e-05, 0.0009230182405007566, 0.001224940094870163, 0.0009397916768546128, 6.757298645410526e-05, 0.0008698224852070997, 0.0012220646486380735, 0.000987236539684091, 0.0001653381583451511, 0.0008123135605653078, 0.0012148760330578498, 0.0010303682331654343, 0.00025879016088806254, 0.0007504914665753817, 0.001203374248129491, 0.001069186757298644, 0.00034792899408283976, 0.0006843562032373212, 0.0011875592938529987, 0.0011036921120837191, 0.00043275465792948236, 0.0006139077705511263, 0.0011674311702283716, 0.0011338842975206595, 0.0005132671524279908, 0.0005391461685167971, 0.0011429898772556098, 0.0011597633136094655, 0.0005894664775783648, 0.0004600713971343335, 0.0011142354149347139, 0.001181329160350138, 0.0006613526333806044, 0.00037668345640373555, 0.0010811677832656837, 0.0011985818377426751, 0.0007289256198347097, 0.00028898234632500325, 0.0010437869822485192, 0.0012115213457870783, 0.0007921854369406805, 0.00019696806689813658, 0.0010020930118832204, 0.001220147684483347, 0.0008511320846985172, 0.0001006406181231355, 0.0009560858721697871, 0.0012244608538314813, 0.0009057655631082192, 3.4375846540169997e-28]"
