origin,destination,naive,gcd,inequity
1,3,0,0,
1,5,0,0,
1,6,0,0,
1,7,0,0,
1,8,0,0,
1,9,0,0,
1,10,0,0,
1,11,0,0,
1,12,0,0,
1,13,0,0,
1,14,0,0,
1,15,0,0,
1,16,0,0,
1,17,0,0,
1,18,0,0,
1,19,0,0,
1,20,3,3,"[2.2222222222221275e-05, 2.2222222222221275e-05, 1.262177448353619e-29]"
1,22,0,0,
1,23,0,0,
1,24,40,8,"[0.02117499999999995, 0.036299999999999916, 0.0453749999999999, 0.04839999999999989, 0.0453749999999999, 0.03629999999999992, 0.02117499999999995, 2.8398992587956425e-29, 0.021174999999999954, 0.03629999999999992, 0.0453749999999999, 0.048399999999999894, 0.0453749999999999, 0.036299999999999916, 0.02117499999999995, 1.135959703518257e-28, 0.02117499999999995, 0.036299999999999916, 0.045374999999999895, 0.04839999999999989, 0.0453749999999999, 0.036299999999999916, 0.02117499999999995, 2.5559093329160782e-28, 0.02117499999999995, 0.036299999999999916, 0.045374999999999895, 0.04839999999999989, 0.0453749999999999, 0.03629999999999992, 0.021174999999999954, 4.543838814073028e-28, 0.02117499999999995, 0.036299999999999916, 0.0453749999999999, 0.04839999999999989, 0.0453749999999999, 0.036299999999999916, 0.02117499999999995, 7.099748146989106e-28]"
1,25,0,0,
1,26,0,0,
1,27,0,0,
1,28,0,0,
1,29,0,0,
1,30,0,0,
1,31,0,0,
