OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
1	2	55.61
1	183	55.61000000000012	0.0
183	323	55.61000000000012	10.364254838281175
187	2	34.14841341418209	0.0
190	187	34.14841341418209	6.126858118865518
190	243	21.461586585817997	8.526663082668955
243	2	21.461586585817997	0.0
323	190	55.61000000000012	11.079030294601079

1	3	75.59
1	183	75.58999999999989	0.0
4	67	44.81689388355584	0.0
64	199	44.81689388355584	6.026545845303655
67	64	44.81689388355584	1.0044243075506092
183	306	75.58999999999989	18.602413774129946
195	202	30.77310611644404	4.7892374326416665
196	195	30.77310611644404	17.104418522635875
197	198	44.81689388355584	2.0088486151012184
198	319	44.81689388355584	2.0088486151012184
199	201	44.81689388355584	7.030970152854264
200	3	30.77310611644404	0.0
201	197	44.81689388355584	2.0088486151012184
202	200	30.77310611644404	4.447148384853988
302	196	30.77310611644404	7.467281991639789
302	305	44.81689388355584	2.8374705374088447
303	304	44.81689388355584	5.674940010766371
304	4	44.81689388355584	0.0
305	303	44.81689388355584	3.192153955565706
306	302	75.58999999999989	0.6958750033268924
318	3	44.81689388355584	0.0
319	318	44.81689388355584	3.348080690360595

1	4	67.54
1	183	67.54000000000028	0.0
183	306	67.54000000000028	18.602413774129946
302	305	67.54000000000028	2.8374705374088447
303	304	67.54000000000028	5.674940010766371
304	4	67.54000000000028	0.0
305	303	67.54000000000028	3.192153955565706
306	302	67.54000000000028	0.6958750033268924

1	5	74.33
1	183	74.32999999999977	0.0
181	5	74.32999999999977	0.0
182	181	0.009214041757083277	8.753212058389249
183	306	74.32078595824261	18.602413774129946
183	323	0.009214041757083277	10.364254838281175
190	182	0.009214041757083277	10.656083401113193
306	322	74.32078595824261	7.470213941774296
322	181	74.32078595824261	15.27998375726487
323	190	0.009214041757083277	11.079030294601079

1	6	3.48
1	183	3.480000000000004	0.0
2	187	0.0001764783067812821	0.0
11	295	0.2136836814707263	0.0
14	122	0.0001764783067812821	0.0
16	100	0.0002549069389425133	0.0
21	131	0.2136836814707263	0.0
24	97	3.479823521693225	0.0
26	283	3.4795686147542932	0.0
27	251	3.4795686147542932	0.0
28	68	3.4795686147542932	0.0
31	141	0.0001764783067812821	0.0
32	159	0.00043138524572379657	0.0
35	282	3.4795686147542932	0.0
37	162	2.3514912391908127	0.0
37	292	1.1283322825024216	0.0
42	100	0.0001764783067812821	5.542488213318246
58	59	3.4795686147542932	1.6666738177872538
59	329	3.4795686147542932	10.000040906715341
68	27	3.4795686147542932	0.0
74	86	0.0002549069389425133	1.67663871565903
79	74	0.0002549069389425133	1.078023113403609
86	101	0.0002549069389425133	4.359259453533844
88	94	0.3082202381652687	2.6666707269123777
88	138	2.9579196020572307	2.0420758387655935
94	99	0.3082202381652687	4.333339056231391
97	107	3.479823521693225	4.007737335491511
99	24	0.3082202381652687	0.0
100	32	0.00043138524572379657	0.0
101	106	0.0002549069389425133	1.3331761018046209
106	16	0.0002549069389425133	0.0
107	28	3.4795686147542932	0.0
107	79	0.0002549069389425133	12.407123679124345
110	31	0.0001764783067812821	0.0
122	110	0.0001764783067812821	17.477063870738725
131	24	3.171603283527963	0.0
138	131	2.9579196020572307	4.4244973103128125
141	154	0.0001764783067812821	14.995225444766948
154	42	0.0001764783067812821	25.732312212518245
159	333	0.00043138524572379657	10.26856450279061
161	37	3.479823521693225	0.0
162	163	2.3514912391908127	21.028643686448948
163	164	3.2661398402224826	1.3423624297151593
163	236	0.2136836814707263	3.339348327171985
164	214	3.2661398402224826	7.021322442150725
173	6	3.4795686147542932	0.0
183	185	3.479823521693225	2.295615784859244
183	323	0.0001764783067812821	10.364254838281175
185	161	3.479823521693225	16.250710863542626
187	14	0.0001764783067812821	0.0
190	243	0.0001764783067812821	8.526663082668955
214	215	3.2661398402224826	1.0169503748208357
215	216	3.2661398402224826	2.768553596731393
216	222	3.2661398402224826	10.382074689983387
221	88	3.2661398402224826	7.1186526237458505
222	221	3.2661398402224826	3.3898342437526607
236	11	0.2136836814707263	0.0
238	21	0.2136836814707263	0.0
243	2	0.0001764783067812821	0.0
251	26	3.4795686147542932	0.0
282	334	3.4795686147542932	2.3570910503987137
283	336	3.4795686147542932	3.7935932761839006
292	163	1.1283322825024216	17.029636439742415
295	238	0.2136836814707263	12.969357427441711
323	190	0.0001764783067812821	11.079030294601079
329	173	3.4795686147542932	1.6666738177872538
333	6	0.00043138524572379657	0.0
334	58	3.4795686147542932	13.132366299702305
336	35	3.4795686147542932	0.0

1	7	7.58
1	183	7.579999999999983	0.0
2	187	2.924667935207088	0.0
4	156	0.0006840935737135184	0.0
14	122	7.579315906426282	0.0
17	225	0.0006840935737135184	0.0
18	230	0.0005552283325242074	0.0
31	141	7.579315906426282	0.0
33	273	0.0005552283325242074	0.0
39	33	0.0005552283325242074	0.0
41	39	0.0005552283325242074	1.0186416082508976
42	41	0.0005552283325242074	1.0064089241977172
46	51	7.579999999999983	0.6669094094167424
49	18	0.0005552283325242074	0.0
51	274	7.579999999999983	4.000184374979884
110	31	7.579315906426282	0.0
113	118	0.0006840935737135184	0.6676493287007822
118	218	0.0006840935737135184	4.024605264990819
122	110	7.579315906426282	17.477063870738725
