OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
1	2	22.59
1	269	22.590000000000053	0.0
13	206	14.400721935366917	0.0
20	209	14.400721935366917	0.0
21	205	22.590000000000053	0.0
25	214	14.400721935366917	0.0
204	2	8.189278064633019	0.0
205	13	14.400721935366917	0.0
205	204	8.189278064633019	14.667956426928468
206	25	14.400721935366917	0.0
209	2	14.400721935366917	0.0
214	215	14.400721935366917	14.667977091498656
215	20	14.400721935366917	0.0
266	350	22.590000000000053	14.173881314176214
269	266	22.590000000000053	5.003640556555023
349	21	22.590000000000053	0.0
350	349	22.590000000000053	12.40214681430489

1	3	18.32
1	329	18.32	0.0
4	298	18.32	0.0
16	155	18.32	0.0
155	3	18.32	0.0
194	200	18.32	5.1478349757568544
199	194	18.32	2.117880906207801
200	282	18.32	4.361252057324317
282	16	18.32	0.0
298	307	18.32	1.1664957271322591
304	199	18.32	3.9296549829305256
307	308	18.32	2.857930994106199
308	304	18.32	8.216550938227831
312	4	18.32	0.0
329	312	18.32	20.18137502619875

1	4	21.82
1	329	21.819999999999997	0.0
312	4	21.819999999999997	0.0
329	312	21.819999999999997	20.18137502619875

1	5	15.22
1	329	15.219999999999951	0.0
4	298	15.219999999999951	0.0
194	200	15.219999999999951	5.1478349757568544
199	194	15.219999999999951	2.117880906207801
200	282	15.219999999999951	4.361252057324317
270	5	15.219999999999951	0.0
271	270	15.219999999999951	5.026674649055277
278	271	15.219999999999951	0.6890156895163884
281	278	15.219999999999951	0.3334595325633905
282	289	15.219999999999951	9.744471422127171
284	281	15.219999999999951	5.71227648994334
289	284	15.219999999999951	4.032194932183832
298	307	15.219999999999951	1.1664957271322591
304	199	15.219999999999951	3.9296549829305256
307	308	15.219999999999951	2.857930994106199
308	304	15.219999999999951	8.216550938227831
312	4	15.219999999999951	0.0
329	312	15.219999999999951	20.18137502619875

1	6	3.73
1	329	3.7299999999999898	0.0
4	298	3.7299999999999898	0.0
71	6	3.7299999999999898	0.0
194	200	3.7299999999999898	5.1478349757568544
196	71	3.7299999999999898	16.129658675618654
199	194	3.7299999999999898	2.117880906207801
200	196	3.7299999999999898	1.6667053639886034
