OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
1	2	22.59
1	269	22.589999999999918	0.0
13	206	8.38908342499346	0.0
20	209	8.38908342499346	0.0
21	205	22.589999999999918	0.0
25	214	8.38908342499346	0.0
204	2	14.20091657500651	0.0
205	13	8.38908342499346	0.0
205	204	14.20091657500651	14.6955609893273
206	25	8.38908342499346	0.0
209	2	8.38908342499346	0.0
214	215	8.38908342499346	11.763583880433881
215	20	8.38908342499346	0.0
266	350	22.589999999999918	14.438414336054624
269	266	22.589999999999918	5.0036446402333725
349	21	22.589999999999918	0.0
350	349	22.589999999999918	12.633613220848487

1	3	18.32
1	329	18.319999999999965	0.0
4	298	18.319999999999965	0.0
16	155	18.319999999999965	0.0
155	3	18.319999999999965	0.0
194	200	18.319999999999965	5.122308286422083
199	194	18.319999999999965	2.0800463281465777
200	282	18.319999999999965	4.3589467158721185
282	16	18.319999999999965	0.0
298	307	18.319999999999965	1.1183700884047556
304	199	18.319999999999965	3.8385350974430033
307	308	18.319999999999965	2.79166198421974
308	304	18.319999999999965	8.026027550336057
312	4	18.319999999999965	0.0
329	312	18.319999999999965	20.12705278158046

1	4	21.82
1	329	21.819999999999986	0.0
312	4	21.819999999999986	0.0
329	312	21.819999999999986	20.12705278158046

1	5	15.22
1	329	15.22000000000001	0.0
4	298	15.22000000000001	0.0
194	200	15.22000000000001	5.122308286422083
199	194	15.22000000000001	2.0800463281465777
200	282	15.22000000000001	4.3589467158721185
270	5	15.22000000000001	0.0
271	270	15.22000000000001	5.017925572903648
278	271	15.22000000000001	0.6841342326280168
281	278	15.22000000000001	0.33339760816548336
282	289	15.22000000000001	9.724347945328345
284	281	15.22000000000001	5.700479968774133
289	284	15.22000000000001	4.023867976554213
298	307	15.22000000000001	1.1183700884047556
304	199	15.22000000000001	3.8385350974430033
307	308	15.22000000000001	2.79166198421974
308	304	15.22000000000001	8.026027550336057
312	4	15.22000000000001	0.0
329	312	15.22000000000001	20.12705278158046

1	6	3.73
1	329	3.729999999999991	0.0
4	298	3.729999999999991	0.0
71	6	3.729999999999991	0.0
194	200	3.729999999999991	5.122308286422083
