OD PAIRS
init_node	term_node	demand
init_node	term_node	flow	travelTimeOnLink
1	2	22.59
1	269	22.590000000000018	0.0
13	206	8.403197802605202	0.0
20	209	8.403197802605202	0.0
21	205	22.590000000000018	0.0
25	214	8.403197802605202	0.0
204	2	14.186802197394773	0.0
205	13	8.403197802605202	0.0
205	204	14.186802197394773	14.69557534341032
206	25	8.403197802605202	0.0
209	2	8.403197802605202	0.0
214	215	8.403197802605202	11.761918679734219
215	20	8.403197802605202	0.0
266	350	22.590000000000018	14.437376681567958
269	266	22.590000000000018	5.003656400656262
349	21	22.590000000000018	0.0
350	349	22.590000000000018	12.632705273124014

1	3	18.32
1	329	18.320000000000004	0.0
4	298	18.320000000000004	0.0
16	155	18.320000000000004	0.0
155	3	18.320000000000004	0.0
194	200	18.320000000000004	5.122432868499681
199	194	18.320000000000004	2.08017108941103
200	282	18.320000000000004	4.359514381596002
282	16	18.320000000000004	0.0
298	307	18.320000000000004	1.1182807312744227
304	199	18.320000000000004	3.8384545514235326
307	308	18.320000000000004	2.7916034052944916
308	304	18.320000000000004	8.025859135939697
312	4	18.320000000000004	0.0
329	312	18.320000000000004	20.12699211417638

1	4	21.82
1	329	21.82000000000001	0.0
312	4	21.82000000000001	0.0
329	312	21.82000000000001	20.12699211417638

1	5	15.22
1	329	15.219999999999992	0.0
4	298	15.219999999999992	0.0
194	200	15.219999999999992	5.122432868499681
199	194	15.219999999999992	2.08017108941103
200	282	15.219999999999992	4.359514381596002
270	5	15.219999999999992	0.0
271	270	15.219999999999992	5.01792224338991
278	271	15.219999999999992	0.6841312251854588
281	278	15.219999999999992	0.3333976665091563
282	289	15.219999999999992	9.724366796994294
284	281	15.219999999999992	5.700491019750993
289	284	15.219999999999992	4.023875777243302
298	307	15.219999999999992	1.1182807312744227
304	199	15.219999999999992	3.8384545514235326
307	308	15.219999999999992	2.7916034052944916
308	304	15.219999999999992	8.025859135939697
312	4	15.219999999999992	0.0
329	312	15.219999999999992	20.12699211417638

1	6	3.73
1	329	3.7300000000000004	0.0
4	298	3.7300000000000004	0.0
71	6	3.7300000000000004	0.0
194	200	3.7300000000000004	5.122432868499681
